"delta_00","avg_n_c","avg_n_e","error_pet","pet_slope","se_pet_slope","p_pet_slope","ci_lb_pet_slope","ci_ub_pet_slope","pet_int","se_pet_int","p_pet_int","ci_lb_pet_int","ci_ub_pet_int","error_peese","peese_slope","se_peese_slope","p_peese_slope","ci_lb_peese_slope","ci_ub_peese_slope","peese_int","se_peese_int","p_peese_int","ci_lb_peese_int","ci_ub_peese_int","error_pet_st","pet_st_slope","se_pet_st_slope","p_pet_st_slope","ci_lb_pet_st_slope","ci_ub_pet_st_slope","pet_st_int","se_pet_st_int","p_pet_st_int","ci_lb_pet_st_int","ci_ub_pet_st_int","error_peese_st","peese_st_slope","se_peese_st_slope","p_peese_st_slope","ci_lb_peese_st_slope","ci_ub_peese_st_slope","peese_st_int","se_peese_st_int","p_peese_st_int","ci_lb_peese_st_int","ci_ub_peese_st_int","corrected_smd","corrected_smd_se","corrected_smd_pval","corrected_smd_95_ci_lb","corrected_smd_95_ci_ub","corrected_st_smd","corrected_st_smd_se","corrected_st_smd_pval","corrected_st_smd_95_ci_lb","corrected_st_smd_95_ci_ub"
0,17.5714285714286,17,0,3.49251501830642,3.42368774228368,0.354473486651177,-5.30835450289872,12.2933845395115,-1.05563675802975,1.1791302412782,0.411666333731862,-4.08668753810896,1.97541402204947,0,4.94088828222615,4.79484601669585,0.35003845545441,-7.38465579296535,17.2664323574176,-0.44749480429792,0.585795674646531,0.479397874291984,-1.95333052493861,1.05834091634277,0,3.33307192223152,3.2954254454348,0.35822691770858,-5.13808886849688,11.8042327129599,-0.510970154664952,0.580364271854404,0.418927057002938,-2.00284400994618,0.980903700616275,0,9.2150299251708,8.9989118538479,0.352792153435962,-13.9174094268229,32.3474692771645,-0.214432756503488,0.288364353278778,0.490552659340327,-0.955696925086927,0.526831412079952,-1.05563675802975,1.1791302412782,0.411666333731862,-4.08668753810896,1.97541402204947,-0.510970154664952,0.580364271854404,0.418927057002938,-2.00284400994618,0.980903700616275
0,27.25,26.75,0,-4.28215796283805,2.86215039765429,0.273277625937585,-16.5969971842588,8.03268125858267,1.13950562279326,0.781874445134792,0.282339582207015,-2.2246285928873,4.50363983847382,0,-6.65710710017078,4.71808320196588,0.293703738246293,-26.9573806682944,13.6431664679528,0.484497541858993,0.377656481472591,0.328114206335371,-1.14042714905663,2.10942223277461,0,-4.16253180954528,2.75443482560313,0.269849162475371,-16.0139083308436,7.68884471175303,0.562285865643644,0.38197138456904,0.278865606799669,-1.08120435485852,2.20577608614581,0,-12.6595709776369,8.90017636122409,0.290856579584994,-50.9539390935094,25.6347971382355,0.238089961103883,0.184668601382583,0.32628828875226,-0.556474900733902,1.03265482294167,1.13950562279326,0.781874445134792,0.282339582207015,-2.2246285928873,4.50363983847382,0.562285865643644,0.38197138456904,0.278865606799669,-1.08120435485852,2.20577608614581
0,24,23.5,0,7.18551447687382,7.86887617378844,0.52887816214355,-92.7980372308892,107.169066184637,-2.12181540245306,2.28903847535299,0.524123799549777,-31.2068069192693,26.9631761143632,0,12.2004805874079,13.3607790106062,0.528878162143553,-157.564312956141,181.965274130957,-1.07244491797653,1.14916843175947,0.521976957259887,-15.6740142882611,13.5291244523081,0,6.88661577082611,7.53681088111209,0.528678831359651,-88.8776463424134,102.650877884066,-1.03725369207712,1.11733118308566,0.523649781181038,-15.2342924624758,13.1597850783216,0,22.9185824185473,25.0824246770854,0.528678831359656,-295.78384080818,341.621005645275,-0.52452217983943,0.561140706715851,0.521464530261851,-7.6544908851728,6.60544652549394,-2.12181540245306,2.28903847535299,0.524123799549777,-31.2068069192693,26.9631761143632,-1.03725369207712,1.11733118308566,0.523649781181038,-15.2342924624758,13.1597850783216
0,53,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,21.875,21.5,0,-2.42782903041596,2.1666028329663,0.305309161659972,-7.72931517912546,2.87365711829354,0.659096940017623,0.690432522237463,0.376633980396144,-1.03033058106114,2.34852446109638,0,-3.84476630605569,3.29710934869913,0.287824066029232,-11.9125022459085,4.22296963379708,0.293259919874877,0.363735923805456,0.450866975838633,-0.596769822771856,1.18328966252161,0,-2.34737094893929,2.10359529153025,0.307157668352314,-7.49468319779742,2.79994129991884,0.321521652166559,0.341379865271129,0.382637098684375,-0.513804785907639,1.15684809024076,0,-7.17520171491725,6.21280992438091,0.292043448717941,-22.377399947796,8.02699651796149,0.13881539320837,0.179211165999175,0.467997441428319,-0.29969853273252,0.577329319149261,0.659096940017623,0.690432522237463,0.376633980396144,-1.03033058106114,2.34852446109638,0.321521652166559,0.341379865271129,0.382637098684375,-0.513804785907639,1.15684809024076
0,20,19.6666666666667,0,-1.0154678348964,5.57985533343146,0.885396934965999,-71.9142520997129,69.8833164299201,0.419829874781116,1.83926811475436,0.857133339573309,-22.9502873560058,23.7899471055681,0,-1.16480089580587,8.73187074942832,0.915575570481171,-112.113738367857,109.784136576246,0.215861467789179,0.993914300190882,0.863851259182327,-12.413017120648,12.8447400562263,0,-0.899361006097294,5.38361103632973,0.894622348212115,-69.3046250536325,67.5059030414379,0.195160190693767,0.90809095367008,0.865232290511256,-11.3432293857064,11.7335497670939,0,-1.90331084782126,16.4505110448985,0.926669653773441,-210.926872199005,207.120250503363,0.0996811690489617,0.492251694478629,0.872804236352313,-6.15496964272541,6.35433198082334,0.419829874781116,1.83926811475436,0.857133339573309,-22.9502873560058,23.7899471055681,0.195160190693767,0.90809095367008,0.865232290511256,-11.3432293857064,11.7335497670939
0,13,12,0,2.1779846339978,3.52177066506431,0.647399130135879,-42.5703544701634,46.926323738159,-0.698720282071483,1.47251482775271,0.717947550351056,-19.4087951605504,18.0113545964074,0,2.52460756659771,3.73383666225647,0.621507589315059,-44.9182855154682,49.9675006486636,-0.249997890213521,0.717247678472156,0.786487925120385,-9.36349373942674,8.8634979589997,0,2.13051741556077,3.36696010291506,0.640839167100626,-40.6507669906098,44.9118018217313,-0.349741592784742,0.729492131553888,0.715394086446521,-9.61881796973694,8.91933478416745,0,4.75036236586245,6.83495154214302,0.613336643523746,-82.0959312904398,91.5966560221647,-0.12270074581435,0.356054658448915,0.788726986279286,-4.64680413333502,4.40140264170632,-0.698720282071483,1.47251482775271,0.717947550351056,-19.4087951605504,18.0113545964074,-0.349741592784742,0.729492131553888,0.715394086446521,-9.61881796973694,8.91933478416745
0,31,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.0164473062036563,0.138114409484925,0.92454370366633,-1.73846265772767,1.77135727013498,0,NA,NA,NA,NA,NA,0.0164473062036563,0.138114409484925,0.92454370366633,-1.73846265772767,1.77135727013498,NA,NA,NA,NA,NA,0.0164473062036563,0.138114409484925,0.92454370366633,-1.73846265772767,1.77135727013498
0,27.5,27,0,-3.25014882674934,3.73129725623502,0.54380539763238,-50.6607756959985,44.1604780424998,0.574061106589813,1.01831675205222,0.673205654053492,-12.3648800312621,13.5130022444417,0,-5.62887467515087,6.46216704238974,0.54380539763238,-87.7384921551155,76.4807428048138,0.122373522520531,0.518554913314163,0.852463697205354,-6.46649137299856,6.71123841803962,0,-3.31018756704392,3.73878233559441,0.538660458559738,-50.8159213870999,44.1955462530121,0.297329656608511,0.516000984734254,0.667206993606083,-6.25908449949268,6.8537438127097,0,-11.3390241868916,12.8071725466261,0.538660458559738,-174.069580655839,151.391532282055,0.0647067577059793,0.262742327332297,0.846275850931673,-3.27375104623722,3.40316456164918,0.574061106589813,1.01831675205222,0.673205654053492,-12.3648800312621,13.5130022444417,0.297329656608511,0.516000984734254,0.667206993606083,-6.25908449949268,6.8537438127097
0,28.75,28.5,0,-3.2855565364202,3.5357999441339,0.450869387612234,-18.4988758178959,11.9277627450555,0.724455998479233,0.949457628478987,0.525166432451794,-3.36073045847733,4.8096424554358,0,-5.99734517815256,6.10724106935034,0.429638325029785,-32.2746826364308,20.2799922801257,0.28573326986741,0.462622162631815,0.599768608030169,-1.70476924102297,2.27623578075779,0,-3.25488375143264,3.54416010094992,0.455369970955715,-18.5041738844539,11.9944063815887,0.362014281561178,0.482310311278827,0.531194170663682,-1.71319949584898,2.43722805897134,0,-11.7310002691835,12.0741513618931,0.433745126520268,-63.6818805858412,40.2198800474743,0.141964277583441,0.235084040968532,0.607292001375011,-0.869520713010349,1.15344926817723,0.724455998479233,0.949457628478987,0.525166432451794,-3.36073045847733,4.8096424554358,0.362014281561178,0.482310311278827,0.531194170663682,-1.71319949584898,2.43722805897134
