"delta_00","avg_n_c","avg_n_e","error_pet","pet_slope","se_pet_slope","p_pet_slope","ci_lb_pet_slope","ci_ub_pet_slope","pet_int","se_pet_int","p_pet_int","ci_lb_pet_int","ci_ub_pet_int","error_peese","peese_slope","se_peese_slope","p_peese_slope","ci_lb_peese_slope","ci_ub_peese_slope","peese_int","se_peese_int","p_peese_int","ci_lb_peese_int","ci_ub_peese_int","error_pet_st","pet_st_slope","se_pet_st_slope","p_pet_st_slope","ci_lb_pet_st_slope","ci_ub_pet_st_slope","pet_st_int","se_pet_st_int","p_pet_st_int","ci_lb_pet_st_int","ci_ub_pet_st_int","error_peese_st","peese_st_slope","se_peese_st_slope","p_peese_st_slope","ci_lb_peese_st_slope","ci_ub_peese_st_slope","peese_st_int","se_peese_st_int","p_peese_st_int","ci_lb_peese_st_int","ci_ub_peese_st_int","corrected_smd","corrected_smd_se","corrected_smd_pval","corrected_smd_95_ci_lb","corrected_smd_95_ci_ub","corrected_st_smd","corrected_st_smd_se","corrected_st_smd_pval","corrected_st_smd_95_ci_lb","corrected_st_smd_95_ci_ub"
0,44.2,43.4,0,-0.166887208993233,2.0123499539981,0.939129602763502,-6.57108288503234,6.23730846704587,-0.0456058414790962,0.433110688936658,0.922784725260204,-1.42395735326445,1.33274567030625,0,-0.564829116422987,4.09156067747587,0.898947987744343,-13.5860012773002,12.4563430444542,-0.0547676263119933,0.211294051854878,0.812248637299452,-0.727199600965975,0.617664348341988,0,-0.184548471191292,1.97063083663722,0.931291628482809,-6.45597529632556,6.08687835394298,-0.0211093856721064,0.21420802350244,0.927714061211902,-0.702814918629572,0.660596147285359,0,-1.17890426764011,7.85429886822642,0.890211831881907,-26.1747886814213,23.8169801461411,-0.0268779318093792,0.104134907676142,0.813018241719254,-0.358281683994379,0.30452582037562,-0.0456058414790962,0.433110688936658,0.922784725260204,-1.42395735326445,1.33274567030625,-0.0211093856721064,0.21420802350244,0.927714061211902,-0.702814918629572,0.660596147285359
0,30.5,30,0,-5.15325423303922,3.527233946951,0.382115154300926,-49.9710109153842,39.6645024493057,1.62695183233273,0.916655832973566,0.326641596238873,-10.0202648540382,13.2741685187036,0,-9.30671476565265,6.3701418116606,0.382115154300926,-90.247040823079,71.6336112917737,0.943464244113493,0.467824895583449,0.293054565232012,-5.00081465984937,6.88774314807636,0,-4.77727742786866,3.29828151752708,0.384684426200368,-46.6859176671088,37.1313628113714,0.7721246962075,0.431230815876744,0.32425901853934,-4.70718233887007,6.25143173128507,0,-16.9850995627355,11.7266875970654,0.384684426200368,-165.986793048209,132.016593922738,0.452390128339943,0.220748037273306,0.289005547924919,-2.3524796283634,3.25725988504329,1.62695183233273,0.916655832973566,0.326641596238873,-10.0202648540382,13.2741685187036,0.7721246962075,0.431230815876744,0.32425901853934,-4.70718233887007,6.25143173128507
0,56,55.6666666666667,0,0.323798698214598,1.58520816702522,0.871726968055923,-19.8181808214641,20.4657782178933,-0.27046958948405,0.300912464733867,0.533886659351033,-4.09392497405951,3.55298579509141,0,0.703365179142686,2.99841494926506,0.853314556669997,-37.3951090502261,38.8018394085115,-0.238570865381031,0.153898167713117,0.364726679461528,-2.19403249286604,1.71689076210398,0,0.289953976986393,1.54761489225828,0.88209277341014,-19.3743576968003,19.9542656507731,-0.133291921349341,0.14778337433884,0.532793291978695,-2.01105773230139,1.74447388960271,0,1.23925492172752,5.6817258565785,0.863286447842613,-70.9539170667765,73.4324269102315,-0.118902961164667,0.0756550816498563,0.360751241873342,-1.08019191793976,0.842385995610422,-0.27046958948405,0.300912464733867,0.533886659351033,-4.09392497405951,3.55298579509141,-0.133291921349341,0.14778337433884,0.532793291978695,-2.01105773230139,1.74447388960271
0,44.6666666666667,44.3333333333333,0,-8.71621929577381,5.08798263544852,0.336374499209512,-73.3651683558845,55.9327297643369,1.94244059924002,1.08375380777654,0.323984855090016,-11.8279571659777,15.7128383644577,0,-20.1261208066057,11.439174989746,0.329031090413256,-165.474620239247,125.222378626036,1.01109497665635,0.53300242632299,0.308845787851964,-5.76134297708144,7.78353293039414,0,-8.69016684531066,5.03100236413612,0.334087306727909,-72.6151129122032,55.2347792215819,0.975321357634768,0.539477481160892,0.321646740450523,-5.87938996855135,7.83003268382089,0,-39.8291742877577,22.5123739179769,0.32751268734271,-325.876006386892,246.217657811376,0.507627655507767,0.266063273812882,0.307337962514594,-2.87302677433562,3.88828208535116,1.94244059924002,1.08375380777654,0.323984855090016,-11.8279571659777,15.7128383644577,0.975321357634768,0.539477481160892,0.321646740450523,-5.87938996855135,7.83003268382089
0,85,84,0,-2.48414880583863,1.88130767280095,0.27838963902082,-8.47130945824592,3.50301184656866,0.373192068814712,0.301846987473199,0.304296543901989,-0.587419761230387,1.33380389885981,0,-6.35162295089892,5.21687662108471,0.310439582806997,-22.9540526787909,10.2508067769931,0.153840501943811,0.161462695630371,0.410986451921529,-0.360005857206212,0.667686861093835,0,-2.46386263314164,1.85267900102861,0.275624363872347,-8.35991407484185,3.43218880855858,0.185946642885499,0.149374943119419,0.301576780582782,-0.28943109294686,0.661324378717858,0,-12.4670084965423,10.1950831567599,0.308689299669939,-44.9123132208332,19.9782962277486,0.0763899348358001,0.0801660526318543,0.41094163652428,-0.178734223171624,0.331514092843224,0.373192068814712,0.301846987473199,0.304296543901989,-0.587419761230387,1.33380389885981,0.185946642885499,0.149374943119419,0.301576780582782,-0.28943109294686,0.661324378717858
0,63.1666666666667,62.5,0,-2.6184515390558,2.85199471553228,0.410511122941492,-10.5368583070454,5.29995522893377,0.46444701772774,0.51694042689258,0.419737446675566,-0.970809700197022,1.8997037356525,0,-6.66892844516684,7.15803302278641,0.404247206416394,-26.5428141941263,13.2049573037926,0.215622924290533,0.250387199978849,0.437711852438719,-0.479563391494922,0.910809240075989,0,-2.54548362887543,2.82170187189316,0.418008811989214,-10.3797839794207,5.2888167216698,0.226944041469926,0.257447501939806,0.427823972621552,-0.487844815136249,0.941732898076102,0,-12.8998605335987,14.0442153661376,0.410322667057703,-51.8928535432552,26.0931324760577,0.105463623974228,0.12473316127917,0.445435534391112,-0.240851151115172,0.451778399063627,0.46444701772774,0.51694042689258,0.419737446675566,-0.970809700197022,1.8997037356525,0.226944041469926,0.257447501939806,0.427823972621552,-0.487844815136249,0.941732898076102
0,47.5,47.5,0,-2.94200286542676,2.73477768059385,0.394570134563385,-14.7088015180918,8.82479578723827,0.625589702486721,0.581112042088716,0.394297583259804,-1.87473361169658,3.12591301667002,0,-5.88297007431249,5.36884374856589,0.387517185334315,-28.9832402846778,17.2173001360529,0.282848118844984,0.275961279230499,0.413163416913515,-0.904517432541275,1.47021367023124,0,-2.90347373056847,2.6816376309669,0.392101229084726,-14.4416292036471,8.63468174251015,0.311191324541342,0.287350078646006,0.392014437474884,-0.925176275738617,1.5475589248213,0,-11.4537895610645,10.3842082462547,0.384997952726231,-56.1334315180993,33.2258523959703,0.140280320193736,0.136531953759105,0.412226790574429,-0.447169263345906,0.727729903733379,0.625589702486721,0.581112042088716,0.394297583259804,-1.87473361169658,3.12591301667002,0.311191324541342,0.287350078646006,0.392014437474884,-0.925176275738617,1.5475589248213
0,59.3333333333333,59,0,-2.61181273060857,4.5980736326155,0.671137975201676,-61.0358776986277,55.8122522374106,0.478797265068522,0.936637554724642,0.699160629767344,-11.4223112688528,12.3799057989899,0,-7.46805724723534,11.2277853454124,0.626338930187919,-150.130596579867,135.194482085397,0.272236721519494,0.510919049541721,0.688329387408651,-6.2196053255694,6.76407876860838,0,-2.60612538202245,4.63383206167582,0.673845023266695,-61.484544270726,56.2722935066811,0.239998526623805,0.475171334273623,0.702251881758456,-5.79762573141816,6.27762278466577,0,-14.8385066896836,22.53667662625,0.629316183983516,-301.194133975779,271.517120596412,0.136633531593396,0.25988218827985,0.691852992586125,-3.16548275997548,3.43874982316227,0.478797265068522,0.936637554724642,0.699160629767344,-11.4223112688528,12.3799057989899,0.239998526623805,0.475171334273623,0.702251881758456,-5.79762573141816,6.27762278466577
0,40,39.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,40.8,40,0,11.7238105186393,6.28478239775312,0.158971963827656,-8.27717200260217,31.7247930398808,-2.52484539881812,1.40698601716401,0.170616321244358,-7.00250285072758,1.95281205309133,0,24.8042944348717,14.3555947157865,0.182464254020231,-20.8816149285332,70.4902037982767,-1.15055783639178,0.728759769454831,0.212500088008729,-3.46979667213271,1.16868099934915,0,11.5159757055169,5.92904368489072,0.147379688911659,-7.35288746332928,30.3848388743631,-1.24879767672312,0.668521718911124,0.158567547180667,-3.37633215107374,0.878736797627502,0,48.2544724925152,27.0239323249838,0.172143651214105,-37.7477410893664,134.256686074397,-0.567654862999354,0.348471791639991,0.201804222494845,-1.67664762879964,0.541337902800931,-2.52484539881812,1.40698601716401,0.170616321244358,-7.00250285072758,1.95281205309133,-1.24879767672312,0.668521718911124,0.158567547180667,-3.37633215107374,0.878736797627502
