"id","psss_nominal","avg_ss"
"pb_no_orb_str_k_70_d0.80_su0.01_sv0.11_large","large",175.487263965112
"pb_no_orb_str_k_70_d0.80_su0.06_sv0.01_small","small",44.969348429719
"pb_no_orb_str_k_70_d0.80_su0.06_sv0.01_medium","medium",109.653757967207
"pb_no_orb_str_k_70_d0.80_su0.06_sv0.01_large","large",175.017658593195
"pb_no_orb_str_k_70_d0.80_su0.06_sv0.06_small","small",44.9103799549779
"pb_no_orb_str_k_70_d0.80_su0.06_sv0.06_medium","medium",109.781250965081
"pb_no_orb_str_k_70_d0.80_su0.06_sv0.06_large","large",175.426389527069
"pb_no_orb_str_k_70_d0.80_su0.06_sv0.11_small","small",44.8395010454429
"pb_no_orb_str_k_70_d0.80_su0.06_sv0.11_medium","medium",109.807259182165
"pb_no_orb_str_k_70_d0.80_su0.06_sv0.11_large","large",175.671237204128
"pb_no_orb_str_k_70_d0.80_su0.11_sv0.01_small","small",44.892836551665
"pb_no_orb_str_k_70_d0.80_su0.11_sv0.01_medium","medium",109.805923564148
"pb_no_orb_str_k_70_d0.80_su0.11_sv0.01_large","large",175.460852637479
"pb_no_orb_str_k_70_d0.80_su0.11_sv0.06_small","small",44.8217101714894
"pb_no_orb_str_k_70_d0.80_su0.11_sv0.06_medium","medium",109.780556415378
"pb_no_orb_str_k_70_d0.80_su0.11_sv0.06_large","large",175.638623139076
"pb_no_orb_str_k_70_d0.80_su0.11_sv0.11_small","small",44.7758101312053
"pb_no_orb_str_k_70_d0.80_su0.11_sv0.11_medium","medium",109.852686810371
