"id","avg_perc_out_selected","avg_num_out_selected","avg_perc_stud_selected","avg_num_study_selected","avg_avg_n_out_per_study","avg_min_n_out_per_study","avg_max_n_out_per_study"
"pb_str_orb_no_k_30_d0.00_su0.01_sv0.11_large",50.1,15.03,50.1,15.03,1,1,1
"pb_str_orb_no_k_30_d0.00_su0.06_sv0.01_small",33.4266666666667,10.028,33.4266666666667,10.028,1,1,1
"pb_str_orb_no_k_30_d0.00_su0.06_sv0.01_medium",47.3833333333333,14.215,47.3833333333333,14.215,1,1,1
"pb_str_orb_no_k_30_d0.00_su0.06_sv0.01_large",54.9533333333333,16.486,54.9533333333333,16.486,1,1,1
"pb_str_orb_no_k_30_d0.00_su0.06_sv0.06_small",36.38,10.914,36.38,10.914,1,1,1
"pb_str_orb_no_k_30_d0.00_su0.06_sv0.06_medium",50.8633333333333,15.259,50.8633333333333,15.259,1,1,1
"pb_str_orb_no_k_30_d0.00_su0.06_sv0.06_large",58.5366666666667,17.561,58.5366666666667,17.561,1,1,1
"pb_str_orb_no_k_30_d0.00_su0.06_sv0.11_small",39.06,11.718,39.06,11.718,1,1,1
"pb_str_orb_no_k_30_d0.00_su0.06_sv0.11_medium",53.8466666666667,16.154,53.8466666666667,16.154,1,1,1
"pb_str_orb_no_k_30_d0.00_su0.06_sv0.11_large",61.3966666666667,18.419,61.3966666666667,18.419,1,1,1
"pb_str_orb_no_k_30_d0.00_su0.11_sv0.01_small",41.1433333333333,12.343,41.1433333333333,12.343,1,1,1
"pb_str_orb_no_k_30_d0.00_su0.11_sv0.01_medium",56.44,16.932,56.44,16.932,1,1,1
"pb_str_orb_no_k_30_d0.00_su0.11_sv0.01_large",63.86,19.158,63.86,19.158,1,1,1
"pb_str_orb_no_k_30_d0.00_su0.11_sv0.06_small",43.47,13.041,43.47,13.041,1,1,1
"pb_str_orb_no_k_30_d0.00_su0.11_sv0.06_medium",58.5166666666667,17.555,58.5166666666667,17.555,1,1,1
"pb_str_orb_no_k_30_d0.00_su0.11_sv0.06_large",65.6133333333333,19.684,65.6133333333333,19.684,1,1,1
"pb_str_orb_no_k_30_d0.00_su0.11_sv0.11_small",45.4966666666667,13.649,45.4966666666667,13.649,1,1,1
"pb_str_orb_no_k_30_d0.00_su0.11_sv0.11_medium",60.1566666666667,18.047,60.1566666666667,18.047,1,1,1
"pb_str_orb_no_k_30_d0.00_su0.11_sv0.11_large",67.1533333333333,20.146,67.1533333333333,20.146,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.01_sv0.01_small",33.43,10.029,33.43,10.029,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.01_sv0.01_medium",49.3966666666667,14.819,49.3966666666667,14.819,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.01_sv0.01_large",59.1366666666667,17.741,59.1366666666667,17.741,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.01_sv0.06_small",35.9766666666667,10.793,35.9766666666667,10.793,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.01_sv0.06_medium",51.3333333333333,15.4,51.3333333333333,15.4,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.01_sv0.06_large",59.9566666666667,17.987,59.9566666666667,17.987,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.01_sv0.11_small",38.5366666666667,11.561,38.5366666666667,11.561,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.01_sv0.11_medium",53.63,16.089,53.63,16.089,1,1,1
"pb_str_orb_no_k_30_d0.20_su0.01_sv0.11_large",61.96,18.588,61.96,18.588,1,1,1
