"id","id_rollup_psss","bt","k","delta_00","sigma2_u","sigma2_v","psss","rej_pet_slope","rej_pet_int","bias_pet_int","mse_pet_int","rej_peese_slope","rej_peese_int","bias_peese_int","mse_peese_int","rej_pet_st_slope","rej_pet_st_int","bias_pet_st_int","mse_pet_st_int","rej_peese_st_slope","rej_peese_st_int","bias_peese_st_int","mse_peese_st_int","bias_corrected_smd","mse_corrected_smd","bias_corrected_st_smd","mse_corrected_st_smd","bias_corrected_smd_subset","mse_corrected_smd_subset","bias_corrected_st_smd_subset","mse_corrected_st_smd_subset","subset_size","k_cat","sigma2_u_cat","sigma2_v_cat","avg_perc_out_selected","avg_num_out_selected","avg_perc_stud_selected","avg_num_study_selected","avg_avg_n_out_per_study","avg_min_n_out_per_study","avg_max_n_out_per_study","pb_orb","mod_str","bt_read","avg_perc_out_excluded","rmse_corrected_smd","rmse_corrected_st_smd"
"pb_no_orb_mod_k_70_d0.50_su0.11_sv0.01_small","pb_no_orb_mod_k_70_d0.50_su0.11_sv0.01","pb_no_orb_mod",70,0.5,0.11,0.01,"small",0.654,0.066,-0.454593385571064,0.26248429183432,0.659,0.709,-0.193894121513587,0.0532711527257447,0.0950950950950951,0.514514514514514,-0.0414356937608058,0.0589909443661515,0.0900900900900901,0.97997997997998,0.0224491622535387,0.0165091324118021,-0.449037949645562,0.261636837899022,-0.0409968680183454,0.0457528256712419,-0.576147206211077,0.363214428512849,-0.131041042859034,0.0559807670536485,654,"large","large","small",76.6233333333333,160.909,97.0242857142857,67.917,2.36918096155051,1,3,"orb","mod","ORB Moderate",23.3766666666667,0.511504484730116,0.21389910161392
"pb_no_orb_mod_k_70_d0.50_su0.11_sv0.06_large","pb_no_orb_mod_k_70_d0.50_su0.11_sv0.06","pb_no_orb_mod",70,0.5,0.11,0.06,"large",0.654,0.104,-0.398756129689363,0.199599197568387,0.638,0.849,-0.172718466014457,0.0409486662126788,0.057,0.719,-0.0161146986050322,0.0351208052464745,0.059,0.998,0.011673351219003,0.00967992354170449,-0.386238823418322,0.197064765072681,-0.0153682915004372,0.0220877823597877,-0.50323615692846,0.276291599967998,-0.0702412230707686,0.0265885574958531,654,"large","large","medium",88.4366666666667,185.717,99.4171428571429,69.592,2.66866171208263,1.03,3,"orb","mod","ORB Moderate",11.5633333333333,0.44391977323913,0.148619589421407
"pb_no_orb_mod_k_70_d0.50_su0.11_sv0.06_medium","pb_no_orb_mod_k_70_d0.50_su0.11_sv0.06","pb_no_orb_mod",70,0.5,0.11,0.06,"medium",0.672,0.086,-0.437019665897403,0.239226865866568,0.669,0.789,-0.189189245534994,0.0492472281271238,0.073,0.627,-0.0295684725219863,0.0434954542424718,0.065,0.998,0.0112613778720122,0.0118252837492267,-0.427157337315636,0.237686876684014,-0.0326868254261249,0.0302508739507846,-0.546218780929755,0.32553236036336,-0.0998427817731443,0.0360933793383405,672,"large","large","medium",85.0985714285714,178.707,99.0242857142857,69.317,2.57811351570774,1.003,3,"orb","mod","ORB Moderate",14.9014285714286,0.487531410971656,0.173927783722971
"pb_no_orb_mod_k_70_d0.50_su0.11_sv0.06_small","pb_no_orb_mod_k_70_d0.50_su0.11_sv0.06","pb_no_orb_mod",70,0.5,0.11,0.06,"small",0.719,0.066,-0.534579213662736,0.354093977323967,0.722,0.55,-0.229282443368475,0.0715524858980931,0.084,0.484,-0.0225658000752401,0.064950475782013,0.087,0.968,0.0353457369167727,0.0192665773036469,-0.532288758094944,0.353975722907437,-0.0300582184497728,0.0492222749773778,-0.645614166875725,0.458912537987664,-0.102670470566602,0.0545821332224545,719,"large","large","medium",76.7971428571429,161.274,97.6042857142857,68.323,2.36048452557211,1,3,"orb","mod","ORB Moderate",23.2028571428571,0.594958589237467,0.221860936123009
"pb_no_orb_mod_k_70_d0.50_su0.11_sv0.11_large","pb_no_orb_mod_k_70_d0.50_su0.11_sv0.11","pb_no_orb_mod",70,0.5,0.11,0.11,"large",0.671,0.073,-0.441148961536667,0.242410835236511,0.664,0.781,-0.190301295095473,0.0493103828175964,0.048,0.656,-0.012307309272266,0.0402783518094145,0.049,0.994,0.0163146668396047,0.0113148079469523,-0.434476137878201,0.241076404904191,-0.01757012845997,0.0261195088821216,-0.550286513961653,0.329980037708357,-0.0748060624896805,0.0308035460127695,671,"large","large","large",88.3961904761905,185.632,99.62,69.734,2.66200701407104,1.041,3,"orb","mod","ORB Moderate",11.6038095238095,0.490995320654068,0.161615311409908
"pb_no_orb_mod_k_70_d0.50_su0.11_sv0.11_medium","pb_no_orb_mod_k_70_d0.50_su0.11_sv0.11","pb_no_orb_mod",70,0.5,0.11,0.11,"medium",0.697,0.076,-0.478929873482207,0.286833880765087,0.686,0.688,-0.207363686693835,0.0587512722462808,0.073,0.555,-0.0226544388369949,0.051239944218683,0.075,0.991,0.0171198703978072,0.0140697746689596,-0.473585505246081,0.286279647606696,-0.0333560071680116,0.0358676684535648,-0.592755402232886,0.382399991520918,-0.101144919556272,0.0413675788540721,697,"large","large","large",85.2833333333333,179.095,99.3242857142857,69.527,2.57592819706728,1.005,3,"orb","mod","ORB Moderate",14.7166666666667,0.535051070092095,0.189387614308763
"pb_no_orb_mod_k_70_d0.50_su0.11_sv0.11_small","pb_no_orb_mod_k_70_d0.50_su0.11_sv0.11","pb_no_orb_mod",70,0.5,0.11,0.11,"small",0.736,0.072,-0.582951805963672,0.420597124213212,0.74,0.44,-0.251958896875621,0.0856326682028586,0.075,0.446,-0.00848061860512633,0.0735353877059047,0.078,0.959,0.0436622114773501,0.022458606399823,-0.581177981021041,0.420536410419323,-0.0260333179144282,0.0536263885190773,-0.698773054204531,0.538156877025844,-0.0988229942417514,0.0568410032245314,736,"large","large","large",77.3380952380952,162.41,98.0657142857143,68.646,2.36592024906959,1,3,"orb","mod","ORB Moderate",22.6619047619048,0.648487787409542,0.231573721564165
"pb_no_orb_mod_k_70_d0.80_su0.01_sv0.01_large","pb_no_orb_mod_k_70_d0.80_su0.01_sv0.01","pb_no_orb_mod",70,0.8,0.01,0.01,"large",0.303,1,-0.114519345301987,0.019127154719903,0.299,1,-0.0595828884352171,0.0051906366348042,0.045,1,-0.0133397385415976,0.00576416296881657,0.04,1,-0.00601081828277406,0.0015825107726627,-0.0595828884352171,0.0051906366348042,-0.00601081828277406,0.0015825107726627,-0.100107536701046,0.0108752945034224,-0.0451325195761746,0.0027877200588474,303,"large","small","small",99.4852380952381,208.919,99.9985714285714,69.999,2.98459958592133,2.323,3,"orb","mod","ORB Moderate",0.514761904761897,0.0720460730005751,0.0397807839623945
"pb_no_orb_mod_k_70_d0.80_su0.01_sv0.01_medium","pb_no_orb_mod_k_70_d0.80_su0.01_sv0.01","pb_no_orb_mod",70,0.8,0.01,0.01,"medium",0.413239719157472,1,-0.15348899608652,0.0317885350798669,0.435871743486974,1,-0.0804092093028748,0.00869435593336056,0.078,1,-0.0313951626052252,0.0086852589969528,0.073,1,-0.0132573570199646,0.00228835591710358,-0.0803906343323721,0.00868758682725234,-0.0132573570199646,0.00228835591710358,-0.119223340428894,0.0152487211131132,-0.0508703454310228,0.00353078797096451,415,"large","small","small",98.3314285714286,206.496,99.9842857142857,69.989,2.95040703933747,1.876,3,"orb","mod","ORB Moderate",1.6685714285714,0.0932072251880311,0.0478367632381579
"pb_no_orb_mod_k_70_d0.80_su0.01_sv0.01_small","pb_no_orb_mod_k_70_d0.80_su0.01_sv0.01","pb_no_orb_mod",70,0.8,0.01,0.01,"small",0.677062374245473,0.982897384305835,-0.263805087855251,0.0843263764197863,0.710976837865055,1,-0.130876692108054,0.0211584506018878,0.175,1,-0.0818405805054732,0.0210502790522025,0.167167167167167,1,-0.0219456453879607,0.00450748709420752,-0.13266404495966,0.0229897840629334,-0.0219456453879607,0.00450748709420752,-0.162912931792112,0.0307625191957618,-0.0502733043935855,0.00488070873371625,679,"large","small","small",91.507619047619,192.166,99.8357142857143,69.885,2.74974333820485,1.122,3,"orb","mod","ORB Moderate",8.492380952381,0.151623824193078,0.0671378216373418
"pb_no_orb_mod_k_70_d0.80_su0.01_sv0.06_large","pb_no_orb_mod_k_70_d0.80_su0.01_sv0.06","pb_no_orb_mod",70,0.8,0.01,0.06,"large",0.54,0.999,-0.195461682836393,0.0483008713184456,0.533,1,-0.0931663798549374,0.0114536563527497,0.042,1,-0.0222207397681385,0.00994388463126574,0.042,1,-0.0060586939369599,0.0026914468662194,-0.0931663798549374,0.0114536563527497,-0.0060586939369599,0.0026914468662194,-0.126173010902875,0.0174912102181243,-0.0374816820657592,0.0029659826473475,540,"large","small","medium",98.0785714285714,205.965,99.9885714285714,69.992,2.94269296066253,1.891,3,"orb","mod","ORB Moderate",1.92142857142861,0.107021756445826,0.0518791563753633
"pb_no_orb_mod_k_70_d0.80_su0.01_sv0.06_medium","pb_no_orb_mod_k_70_d0.80_su0.01_sv0.06","pb_no_orb_mod",70,0.8,0.01,0.06,"medium",0.647,0.994,-0.237038819504821,0.0696391493051021,0.655,1,-0.113183780724752,0.0164607846618655,0.087,1,-0.0397048034092513,0.0138987162890923,0.0850850850850851,1,-0.0104648672855947,0.00350996969743391,-0.114711372478884,0.0178858677971093,-0.0104648672855947,0.00350996969743391,-0.146006340953668,0.0249207664904925,-0.0389827847056877,0.00346330243076006,647,"large","small","medium",96.3338095238095,202.301,99.9757142857143,69.983,2.89071180124224,1.637,3,"orb","mod","ORB Moderate",3.66619047619049,0.133738056652208,0.0592449972354958
"pb_no_orb_mod_k_70_d0.80_su0.01_sv0.06_small","pb_no_orb_mod_k_70_d0.80_su0.01_sv0.06","pb_no_orb_mod",70,0.8,0.01,0.06,"small",0.825,0.871,-0.363224667761388,0.153560420348673,0.847695390781563,1,-0.169928090988479,0.0346082189094058,0.153,0.999,-0.0719702843359944,0.0242618605534663,0.156156156156156,1,-0.00726690733213708,0.00539796003988495,-0.199626133233864,0.0634871777272419,-0.00726690733213708,0.00539796003988495,-0.226670340834351,0.0753924354838908,-0.0267672783077259,0.00447302478388393,825,"large","small","medium",89.45,187.845,99.7714285714286,69.84,2.68963746312282,1.06,3,"orb","mod","ORB Moderate",10.55,0.251966620263959,0.0734708108018753
"pb_no_orb_mod_k_70_d0.80_su0.01_sv0.11_large","pb_no_orb_mod_k_70_d0.80_su0.01_sv0.11","pb_no_orb_mod",70,0.8,0.01,0.11,"large",0.687,0.988,-0.264675497808358,0.0841341986638586,0.683,1,-0.11962090062729,0.0181814549024621,0.046046046046046,1,-0.0208455489910473,0.0135447640590327,0.046046046046046,1,0.00048430636121255,0.00369785039730761,-0.121199265669256,0.0195633455174412,0.000436050590854054,0.00369918610280061,-0.149414363716196,0.0260592878695794,-0.024264018119309,0.00311392904439662,687,"large","small","large",96.492380952381,202.634,99.9857142857143,69.99,2.89518571428571,1.711,3,"orb","mod","ORB Moderate",3.507619047619,0.139869029872382,0.06082093474126
"pb_no_orb_mod_k_70_d0.80_su0.01_sv0.11_medium","pb_no_orb_mod_k_70_d0.80_su0.01_sv0.11","pb_no_orb_mod",70,0.8,0.01,0.11,"medium",0.748,0.948,-0.307643729757652,0.113473119034951,0.755,1,-0.13944482818727,0.0246483020947904,0.0850850850850851,1,-0.0375409439731685,0.0178718651042975,0.0864321608040201,1,-0.00216779450970928,0.00466448337403892,-0.148749479455532,0.033711169931995,-0.00224178224812666,0.00466404996139897,-0.179245826534053,0.0432507190363324,-0.0270641088878504,0.00376395590770523,748,"large","small","large",94.5295238095238,198.512,99.9671428571429,69.977,2.83681573498965,1.443,3,"orb","mod","ORB Moderate",5.47047619047621,0.183606018234684,0.0682938500993975
"pb_no_orb_mod_k_70_d0.80_su0.01_sv0.11_small","pb_no_orb_mod_k_70_d0.80_su0.01_sv0.11","pb_no_orb_mod",70,0.8,0.01,0.11,"small",0.873,0.615,-0.437118434729997,0.220522244777783,0.885,0.999,-0.197923697738576,0.0469389681656049,0.120724346076459,0.996981891348089,-0.0557451096946074,0.0272427916154187,0.115035317860747,1,0.0086881246234658,0.00680120835852477,-0.286371258144659,0.133097887010345,0.00794773391962589,0.00733803376020735,-0.318006759301203,0.151457997032099,-0.00844800928674594,0.00579611669415179,873,"large","small","large",87.897619047619,184.585,99.7142857142857,69.8,2.64448735833074,1.036,3,"orb","mod","ORB Moderate",12.102380952381,0.364825831062365,0.0856623240415957
"pb_no_orb_mod_k_70_d0.80_su0.06_sv0.01_large","pb_no_orb_mod_k_70_d0.80_su0.06_sv0.01","pb_no_orb_mod",70,0.8,0.06,0.01,"large",0.73,0.891,-0.339197602069603,0.13540062846831,0.719,1,-0.161843756229276,0.0316805105818894,0.044,1,-0.0226180406568879,0.0171545374035045,0.044,1,-0.0082382506046238,0.00467746905300553,-0.18445668653809,0.0530325882385799,-0.0082382506046238,0.00467746905300553,-0.220860567382595,0.0691444271928097,-0.0311814095504989,0.00438730175532672,730,"large","medium","small",98.1271428571429,206.067,99.9385714285714,69.957,2.94562317013762,1.678,3,"orb","mod","ORB Moderate",1.8728571428571,0.230288054919442,0.0683920247763256
"pb_no_orb_mod_k_70_d0.80_su0.06_sv0.01_medium","pb_no_orb_mod_k_70_d0.80_su0.06_sv0.01","pb_no_orb_mod",70,0.8,0.06,0.01,"medium",0.777889447236181,0.81608040201005,-0.372885601011363,0.161801902886522,0.762762762762763,1,-0.179244001860943,0.0383285356737064,0.069,1,-0.0407139846828911,0.0221216883793962,0.066,1,-0.0133807459904457,0.00579960771013083,-0.216607526825277,0.0738276628307605,-0.0133807459904457,0.00579960771013083,-0.253803529066027,0.0921996775270497,-0.0360215788717043,0.00529763291609462,779,"large","medium","small",96.3238095238095,202.28,99.8585714285714,69.901,2.89379769212033,1.363,3,"orb","mod","ORB Moderate",3.6761904761905,0.271712463517522,0.0761551555059198
"pb_no_orb_mod_k_70_d0.80_su0.06_sv0.01_small","pb_no_orb_mod_k_70_d0.80_su0.06_sv0.01","pb_no_orb_mod",70,0.8,0.06,0.01,"small",0.837,0.577,-0.445978455573976,0.228068111064324,0.857,0.999,-0.211679006320178,0.0527317039246035,0.13,0.985,-0.0781930010531473,0.0355983798821934,0.127,1,-0.0121830594922414,0.00852831299826798,-0.315029205007885,0.152354203325652,-0.0147909225560804,0.0106833382514439,-0.358173148426642,0.179739959252663,-0.0370720249935704,0.00987967091667344,837,"large","medium","small",89.4471428571429,187.839,99.4714285714286,69.63,2.69766795789049,1.024,3,"orb","mod","ORB Moderate",10.5528571428571,0.390325765644099,0.103360235349209
"pb_no_orb_mod_k_70_d0.80_su0.06_sv0.06_large","pb_no_orb_mod_k_70_d0.80_su0.06_sv0.06","pb_no_orb_mod",70,0.8,0.06,0.06,"large",0.831,0.733,-0.404389658686109,0.188526598362031,0.815,1,-0.18682575863082,0.0416265600641753,0.042,1,-0.0236849276597287,0.019894448561842,0.043,1,-0.00295598396333874,0.0054110442502977,-0.246195232964325,0.0988964016664915,-0.00295598396333874,0.0054110442502977,-0.278448054090627,0.117001727604951,-0.0182219957842563,0.00481313070798478,831,"large","medium","medium",96.5409523809524,202.736,99.9485714285714,69.964,2.89771944342955,1.51,3,"orb","mod","ORB Moderate",3.4590476190476,0.31447798280085,0.0735598005047438
"pb_no_orb_mod_k_70_d0.80_su0.06_sv0.06_medium","pb_no_orb_mod_k_70_d0.80_su0.06_sv0.06","pb_no_orb_mod",70,0.8,0.06,0.06,"medium",0.855,0.628,-0.442156092023224,0.226257267443052,0.849,0.999,-0.204647037986651,0.0501682369328167,0.089,0.999,-0.0385126582329447,0.0265149938172375,0.079,1,-0.00476959263683674,0.00691073633077842,-0.301034238166666,0.145020987148068,-0.00512700055200976,0.00727726111726985,-0.338551592916561,0.168080397009549,-0.0226983033781513,0.00623918360051681,855,"large","medium","medium",94.4814285714286,198.411,99.8485714285714,69.894,2.83874300328827,1.27,3,"orb","mod","ORB Moderate",5.51857142857141,0.380816211771595,0.085306864420572
"pb_no_orb_mod_k_70_d0.80_su0.06_sv0.06_small","pb_no_orb_mod_k_70_d0.80_su0.06_sv0.06","pb_no_orb_mod",70,0.8,0.06,0.06,"small",0.929,0.311,-0.563387320638382,0.356308427609886,0.926,0.995,-0.259935552704744,0.0779519257139651,0.107107107107107,0.977977977977978,-0.0605747491052956,0.0371999681899111,0.108,1,0.00431508296759087,0.00949865567125867,-0.475825678373845,0.30498710804566,0.00052311980423303,0.0124991399760389,-0.505081578805428,0.327447570706747,-0.011676863014443,0.0110675616166769,929,"large","medium","medium",87.887619047619,184.564,99.42,69.594,2.65200846925402,1.02,3,"orb","mod","ORB Moderate",12.112380952381,0.552256378908981,0.111799552664753
"pb_no_orb_mod_k_70_d0.80_su0.06_sv0.11_large","pb_no_orb_mod_k_70_d0.80_su0.06_sv0.11","pb_no_orb_mod",70,0.8,0.06,0.11,"large",0.876,0.549,-0.46475167602806,0.247002139082834,0.861,1,-0.20965471579875,0.0523110695544722,0.049,0.999,-0.0190775101639156,0.0238873626993087,0.041,1,0.00473146879183517,0.006638464395734,-0.331771155701657,0.171370638592507,0.00473146879183517,0.006638464395734,-0.365915461219291,0.19405545037352,-0.00812801450526723,0.00573908192481406,876,"large","medium","large",95.2061904761905,199.933,99.9342857142857,69.954,2.85806683108026,1.406,3,"orb","mod","ORB Moderate",4.7938095238095,0.413969369147654,0.081476772123925
"pb_no_orb_mod_k_70_d0.80_su0.06_sv0.11_medium","pb_no_orb_mod_k_70_d0.80_su0.06_sv0.11","pb_no_orb_mod",70,0.8,0.06,0.11,"medium",0.89,0.451,-0.506508356193413,0.294268529549349,0.885,0.996,-0.229192051266127,0.0627753006271034,0.087,0.997,-0.0338173842547105,0.0309039037074315,0.08,1,0.00365038078867286,0.00822724882193288,-0.393189034262723,0.229517201591003,0.00299515893987568,0.00884266242215505,-0.431843044553098,0.256749908693787,-0.0127497975877003,0.00735248158905685,890,"large","medium","large",93.0895238095238,195.488,99.8442857142857,69.891,2.79704161490683,1.198,3,"orb","mod","ORB Moderate",6.9104761904762,0.479079535767291,0.0940354317380159
"pb_no_orb_mod_k_70_d0.80_su0.06_sv0.11_small","pb_no_orb_mod_k_70_d0.80_su0.06_sv0.11","pb_no_orb_mod",70,0.8,0.06,0.11,"small",0.951,0.178,-0.643463988712883,0.465274551146195,0.951,0.982,-0.292655677328891,0.0990621835895781,0.102102102102102,0.953953953953954,-0.0478785414376085,0.0419607789583943,0.102,1,0.0165307312297187,0.0114737393045643,-0.586157258648083,0.432392268081019,0.0104124412273868,0.0162666639488967,-0.611111611262416,0.453953785453954,0.00148976808253387,0.0150168929056239,951,"large","medium","large",86.8423809523809,182.369,99.4271428571429,69.599,2.62029431178052,1.015,3,"orb","mod","ORB Moderate",13.1576190476191,0.657565409735806,0.127540832476884
"pb_no_orb_mod_k_70_d0.80_su0.11_sv0.01_large","pb_no_orb_mod_k_70_d0.80_su0.11_sv0.01","pb_no_orb_mod",70,0.8,0.11,0.01,"large",0.905,0.346,-0.548798968326147,0.339147510843024,0.880761523046092,0.997995991983968,-0.255616968236322,0.0754041318150532,0.049,0.994,-0.0258862687415661,0.028388905261125,0.044,1,-0.00802743063125255,0.00775792961993441,-0.452344666952432,0.281655172697744,-0.00852643572682166,0.00813547287402479,-0.487883160198041,0.309390245057212,-0.0200523876586155,0.00739685880135968,905,"large","large","small",96.5490476190476,202.753,99.7542857142857,69.828,2.90360801972963,1.302,3,"orb","mod","ORB Moderate",3.4509523809524,0.530711948892941,0.0901968562313831
"pb_no_orb_mod_k_70_d0.80_su0.11_sv0.01_medium","pb_no_orb_mod_k_70_d0.80_su0.11_sv0.01","pb_no_orb_mod",70,0.8,0.11,0.01,"medium",0.900900900900901,0.304304304304304,-0.574200147052521,0.370381215718263,0.884769539078156,0.99498997995992,-0.27100156939171,0.0843834360157026,0.06,0.989,-0.0422215134929151,0.0346917923641633,0.057,1,-0.0119048949698692,0.00914809008177968,-0.491738650065542,0.321875680220513,-0.0125301474843574,0.00974666492304722,-0.53269088306203,0.355247447789368,-0.0261962559772037,0.00887412054781879,901,"large","large","small",94.5385714285714,198.531,99.5971428571429,69.718,2.84761776602919,1.155,3,"orb","mod","ORB Moderate",5.4614285714286,0.567340885377136,0.0987251990276405
"pb_no_orb_mod_k_70_d0.80_su0.11_sv0.01_small","pb_no_orb_mod_k_70_d0.80_su0.11_sv0.01","pb_no_orb_mod",70,0.8,0.11,0.01,"small",0.924,0.166,-0.627575427677578,0.438958010852676,0.924,0.987,-0.296497825780571,0.10020935979407,0.114114114114114,0.935935935935936,-0.0737679739478299,0.0504634725323346,0.112112112112112,1,-0.00698623110326102,0.0128081163266198,-0.580129580781603,0.412336969761522,-0.0179091056270041,0.0215017867929174,-0.617962897121207,0.444346691968319,-0.0328984590681225,0.0202905819505172,924,"large","large","small",87.9333333333333,184.66,99.04,69.328,2.6635892489094,1.017,3,"orb","mod","ORB Moderate",12.0666666666667,0.642134697521884,0.146634875772844
"pb_no_orb_mod_k_70_d0.80_su0.11_sv0.06_large","pb_no_orb_mod_k_70_d0.80_su0.11_sv0.06","pb_no_orb_mod",70,0.8,0.11,0.06,"large",0.937,0.242,-0.617392842649245,0.428022723565839,0.922,0.99,-0.283078164397988,0.0926013154244935,0.048,0.984,-0.0221090330863957,0.0313656377523141,0.049,1,-0.000424779256243957,0.00863472568778663,-0.546363621770356,0.386084543533786,-0.00190997846472807,0.00978820029024601,-0.575756399820119,0.410862615651434,-0.0106990102313279,0.00897004011404852,937,"large","large","medium",95.1933333333333,199.906,99.8228571428571,69.876,2.86086337230544,1.29,3,"orb","mod","ORB Moderate",4.8066666666667,0.621357017771415,0.0989353338815108
"pb_no_orb_mod_k_70_d0.80_su0.11_sv0.06_medium","pb_no_orb_mod_k_70_d0.80_su0.11_sv0.06","pb_no_orb_mod",70,0.8,0.11,0.06,"medium",0.94,0.195,-0.662558135775753,0.515403088204569,0.93,0.979,-0.303541738819497,0.107435561943385,0.077,0.978,-0.0364324469284349,0.0390922902086479,0.067,1,-0.00226692687999064,0.0103940837015847,-0.604091603089549,0.481506542431476,-0.00466313972387089,0.0123123947217943,-0.635161202104261,0.511050858027224,-0.013770027412795,0.0115616562029359,940,"large","large","medium",93.1128571428571,195.537,99.6542857142857,69.758,2.80309021343774,1.138,3,"orb","mod","ORB Moderate",6.8871428571429,0.693906724590183,0.110961230715031
"pb_no_orb_mod_k_70_d0.80_su0.11_sv0.06_small","pb_no_orb_mod_k_70_d0.80_su0.11_sv0.06","pb_no_orb_mod",70,0.8,0.11,0.06,"small",0.966,0.087,-0.780588801620396,0.672099670007705,0.968,0.92,-0.361018471239693,0.146891415489503,0.097,0.918,-0.0568157598268769,0.0536415939099967,0.091,1,0.00748340947473647,0.0142829016039552,-0.758352957707158,0.659560056240715,-0.00572738419282603,0.0243675660035413,-0.779442795708525,0.681398303349168,-0.0131284732951387,0.0233820350323789,966,"large","large","medium",86.8623809523809,182.411,99.1157142857143,69.381,2.62912773248878,1.012,3,"orb","mod","ORB Moderate",13.1376190476191,0.812133028660154,0.156101140301861
"pb_no_orb_mod_k_70_d0.80_su0.11_sv0.11_large","pb_no_orb_mod_k_70_d0.80_su0.11_sv0.11","pb_no_orb_mod",70,0.8,0.11,0.11,"large",0.947,0.169,-0.681953152212523,0.519766515620022,0.943,0.968,-0.309612328972579,0.110354436587334,0.048,0.978,-0.0197590238771239,0.0354902265824703,0.045,1,0.00466033853798764,0.00987461945099382,-0.632519170399384,0.490898856427192,0.00204702230318765,0.0118636340533426,-0.661381488766041,0.517160751426447,-0.00595428387484387,0.0110186641106154,947,"large","large","large",94.3561904761905,198.148,99.8785714285714,69.915,2.83411676409694,1.264,3,"orb","mod","ORB Moderate",5.64380952380949,0.700641746135064,0.108920310563928
"pb_no_orb_mod_k_70_d0.80_su0.11_sv0.11_medium","pb_no_orb_mod_k_70_d0.80_su0.11_sv0.11","pb_no_orb_mod",70,0.8,0.11,0.11,"medium",0.954,0.139,-0.731083877625443,0.638366242923317,0.948,0.956,-0.330567293690637,0.127892464797948,0.079,0.964,-0.0315052464284797,0.043854928768149,0.071,1,0.00524045628304692,0.0117883089148874,-0.692447478736187,0.616908671014159,0.00137121122883432,0.0148383170884832,-0.72036934409677,0.645621556244835,-0.00695120208194111,0.0137878089466126,954,"large","large","large",92.162380952381,193.541,99.7114285714286,69.798,2.77287151382292,1.11,3,"orb","mod","ORB Moderate",7.837619047619,0.785435338531543,0.121812631071179
"pb_no_orb_mod_k_70_d0.80_su0.11_sv0.11_small","pb_no_orb_mod_k_70_d0.80_su0.11_sv0.11","pb_no_orb_mod",70,0.8,0.11,0.11,"small",0.977,0.098,-0.873872135518539,0.84997657573419,0.98,0.847,-0.399881048091496,0.180939710311037,0.096,0.887,-0.045190263979168,0.0587785714316284,0.092,1,0.0177232308576641,0.0161890214162958,-0.861288187664501,0.843006039348817,0.000162468766479962,0.029202670566721,-0.877002488705745,0.861417270079634,-0.00506202100619935,0.0285433987685892,977,"large","large","large",86.1833333333333,180.985,99.1985714285714,69.439,2.60640699198563,1.006,3,"orb","mod","ORB Moderate",13.8166666666667,0.918153603352302,0.17088788888251
"pb_no_orb_str_k_15_d0.00_su0.01_sv0.01_large","pb_no_orb_str_k_15_d0.00_su0.01_sv0.01","pb_no_orb_str",15,0,0.01,0.01,"large",0.0720720720720721,0.0510510510510511,-0.0297044434251183,0.126617336747073,0.072,0.048,-0.0130554786867592,0.0337597748993779,0.051,0.051,-0.0298928314149149,0.126521899203495,0.059,0.046,-0.0129606937147084,0.0333256378007876,-0.0431013224243783,0.111815215798784,-0.0425001372984928,0.112406050194617,-0.310960873460099,0.40823611084518,-0.305246241652438,0.421130383531146,73,"small","small","small",46.7844444444444,21.053,84.28,12.642,1.66497476967477,1.001,2.816,"orb","str","ORB Strong",53.2155555555556,0.334387822443916,0.335270115272174
"pb_no_orb_str_k_15_d0.00_su0.01_sv0.01_medium","pb_no_orb_str_k_15_d0.00_su0.01_sv0.01","pb_no_orb_str",15,0,0.01,0.01,"medium",0.0661322645290581,0.0531062124248497,-0.00968041748079838,0.19119948329932,0.0690690690690691,0.045045045045045,-0.00603611425385061,0.051422836789282,0.051,0.053,-0.00852657458638152,0.193931582258611,0.052,0.045,-0.00557772215445195,0.0513525936580632,-0.0299915107364941,0.166225360774875,-0.0285437577807979,0.168392332955351,-0.216217093340115,0.450682264674044,-0.21255629953899,0.476190064871043,68,"small","small","small",42.8088888888889,19.264,80.6,12.09,1.59290994283494,1,2.702,"orb","str","ORB Strong",57.1911111111111,0.407707445081489,0.410356348745028
"pb_no_orb_str_k_15_d0.00_su0.01_sv0.01_small","pb_no_orb_str_k_15_d0.00_su0.01_sv0.01","pb_no_orb_str",15,0,0.01,0.01,"small",0.045045045045045,0.031031031031031,0.0105750161142835,0.473323340824106,0.0531062124248497,0.0330661322645291,0.00618009895065727,0.127383435131283,0.0282258064516129,0.030241935483871,0.011633820767497,0.486526239071516,0.033,0.034,0.00504597032206644,0.12827190298732,-0.0102988932058527,0.43189937521208,-0.0119777042988991,0.437787935489754,-0.40903368392801,1.26394165394391,-0.430952635552684,1.38407809056304,46,"small","small","small",37.8355555555556,17.026,75.5666666666667,11.335,1.50268454878455,1,2.587,"orb","str","ORB Strong",62.1644444444444,0.657190516678444,0.661655450736827
