"index","bt","k","d","su","sv","p","pet_smd_perc_non_conv","pet_tr_smd_perc_non_conv","peese_smd_perc_non_conv","peese_tr_smd_perc_non_conv","pet_int_smd_perc_z3","pet_int_tr_smd_perc_z3","pet_slope_smd_perc_z3","pet_slope_tr_smd_perc_z3","peese_int_smd_perc_z3","peese_int_tr_smd_perc_z3","peese_slope_smd_perc_z3","peese_slope_tr_smd_perc_z3","corrected_smd_perc_z3","corrected_tr_smd_smd_perc_z3"
332,"pb_no_orb_str",15,0,0.01,0.11,"medium",0,0.1,0,0.1,0.2,0.3,0.3,0.3,0.2,0.5,0.3,0.4,0.3,0.5
333,"pb_no_orb_str",15,0,0.01,0.11,"large",0,0.2,0,0.2,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.5,0,0.2
334,"pb_no_orb_str",15,0,0.06,0.01,"small",0.1,0.3,0.2,0,0.4,0.3,0.3,0.4,0.6,0.4,0.3,0.5,0.5,0.3
335,"pb_no_orb_str",15,0,0.06,0.01,"medium",0,0,0,0,0.7,0.7,0.3,0.3,0.7,0.5,0.3,0.3,0.4,0.3
336,"pb_no_orb_str",15,0,0.06,0.01,"large",0.2,0,0.2,0,0.5,0.4,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4
337,"pb_no_orb_str",15,0,0.06,0.06,"small",0,0,0,0.2,0.2,0.6,0.4,0.5,0.2,0.3,0.5,0.5,0.3,0.5
338,"pb_no_orb_str",15,0,0.06,0.06,"medium",0,0,0,0,0.3,0.3,0.4,0.3,0.4,0.4,0.3,0.3,0.4,0.3
339,"pb_no_orb_str",15,0,0.06,0.06,"large",0,0,0,0,0.3,0.4,0.3,0.5,0.3,0.4,0.3,0.4,0.2,0.3
340,"pb_no_orb_str",15,0,0.06,0.11,"small",0,0,0,0,0.5,0.6,0.3,0.7,0.5,0.2,0.6,0.6,0.4,0.6
341,"pb_no_orb_str",15,0,0.06,0.11,"medium",0,0.1,0,0,0.3,0.6,0.3,0.3,0.3,0.5,0.3,0.6,0.3,0.3
342,"pb_no_orb_str",15,0,0.06,0.11,"large",0,0.1,0,0,0.3,0.5,0.4,0.3,0.5,0.3,0.3,0.4,0.3,0.3
343,"pb_no_orb_str",15,0,0.11,0.01,"small",0,0.4,0,0.1,0.1,0.5,0.2,0.4,0.3,0.3,0.2,0.4,0.3,0.3
344,"pb_no_orb_str",15,0,0.11,0.01,"medium",0,0,0,0,0.4,0.4,0.2,0.2,0.4,0.6,0.4,0.5,0.4,0.4
345,"pb_no_orb_str",15,0,0.11,0.01,"large",0,0,0,0,0.5,0.4,0.2,0.5,0.4,0.3,0.5,0.7,0.4,0.6
346,"pb_no_orb_str",15,0,0.11,0.06,"small",0,0,0,0,0.3,0.5,0.3,0.3,0.5,0.4,0.4,0.5,0.4,0.5
347,"pb_no_orb_str",15,0,0.11,0.06,"medium",0,0,0,0,0.4,0.4,0.5,0.4,0.3,0.4,0.4,0.4,0.3,0.2
348,"pb_no_orb_str",15,0,0.11,0.06,"large",0,0,0,0,0.6,0.5,0.5,0.5,0.6,0.4,0.7,0.6,0.4,0.4
349,"pb_no_orb_str",15,0,0.11,0.11,"small",0,0,0,0,0.4,0.3,0.5,0.4,0.3,0.3,0.8,0.6,0.5,0.4
350,"pb_no_orb_str",15,0,0.11,0.11,"medium",0,0.1,0,0.1,0.5,0.5,0.3,0.4,0.3,0.5,0.2,0.3,0.3,0.3
351,"pb_no_orb_str",15,0,0.11,0.11,"large",0,0,0,0,0.5,0.5,0.4,0.6,0.3,0.4,0.6,0.6,0.3,0.5
352,"pb_no_orb_str",15,0.2,0.01,0.01,"small",1.4,0.7,1.7,0.3,0.71,0.91,0.61,0.91,0.51,0.7,0.92,1,0.71,0.81
353,"pb_no_orb_str",15,0.2,0.01,0.01,"medium",1.1,0.1,0.5,0.1,0.81,0.9,0.91,0.8,0.9,0.8,0.9,0.7,1.12,1.2
354,"pb_no_orb_str",15,0.2,0.01,0.01,"large",0.2,0.1,0.2,0,0.7,0.7,0.5,0.5,0.8,0.7,0.6,0.6,1,0.9
355,"pb_no_orb_str",15,0.2,0.01,0.06,"small",0,0.5,0,0.2,0.6,0.8,0.7,0.6,0.6,0.7,0.9,0.8,0.9,1.21
356,"pb_no_orb_str",15,0.2,0.01,0.06,"medium",0,0,0,0,0.7,0.8,0.6,0.6,0.7,0.8,0.7,0.7,0.6,0.6
357,"pb_no_orb_str",15,0.2,0.01,0.06,"large",0.1,0,0,0,0.4,0.3,0.4,0.3,0.4,0.5,0.5,0.4,0.5,0.5
358,"pb_no_orb_str",15,0.2,0.01,0.11,"small",0,0,0,0,0.7,0.8,0.7,0.7,0.6,0.7,0.7,0.6,0.7,0.9
359,"pb_no_orb_str",15,0.2,0.01,0.11,"medium",0,0.3,0,0.2,0.6,0.7,0.7,0.7,0.3,0.7,0.8,0.8,0.6,0.6
360,"pb_no_orb_str",15,0.2,0.01,0.11,"large",0,0.5,0,0.1,0.4,0.3,0.2,0.2,0.6,0.4,0.4,0.5,0.3,0.4
361,"pb_no_orb_str",15,0.2,0.06,0.01,"small",0.4,0.1,0.2,0.2,0.7,0.6,0.9,0.9,0.3,0.4,0.8,0.6,0.5,0.8
362,"pb_no_orb_str",15,0.2,0.06,0.01,"medium",0.2,0,0.1,0,0.7,0.8,0.7,0.8,0.8,0.8,0.5,0.7,0.6,0.4
363,"pb_no_orb_str",15,0.2,0.06,0.01,"large",0.3,0,0,0,0.5,0.4,0.7,0.4,0.5,0.6,0.8,0.7,0.8,0.8
364,"pb_no_orb_str",15,0.2,0.06,0.06,"small",0.1,0.2,0,0.2,0.6,0.8,0.7,0.6,0.4,0.5,0.6,0.6,0.8,0.7
365,"pb_no_orb_str",15,0.2,0.06,0.06,"medium",0,0,0,0,0.5,0.6,0.5,0.6,0.5,0.7,0.7,0.9,0.3,0.2
366,"pb_no_orb_str",15,0.2,0.06,0.06,"large",0,0,0,0,0.4,0.5,0.4,0.3,0.4,0.3,0.5,0.4,0.5,0.4
367,"pb_no_orb_str",15,0.2,0.06,0.11,"small",0,0,0,0.2,0.8,0.7,0.5,0.7,0.6,0.9,0.7,0.6,0.9,0.9
368,"pb_no_orb_str",15,0.2,0.06,0.11,"medium",0,0.2,0,0.1,0.7,0.5,0.9,0.6,0.6,0.3,1.1,0.7,0.6,0.6
369,"pb_no_orb_str",15,0.2,0.06,0.11,"large",0,0,0,0,0.7,0.4,0.6,0.3,0.4,0.4,0.9,0.9,0.3,0.4
370,"pb_no_orb_str",15,0.2,0.11,0.01,"small",0.1,0.1,0,0,0.4,0.5,0.7,0.4,0.3,0.2,0.6,0.6,0.5,0.4
371,"pb_no_orb_str",15,0.2,0.11,0.01,"medium",0,0,0,0,0.6,0.6,0.6,0.5,0.5,0.8,0.9,0.4,0.6,0.5
372,"pb_no_orb_str",15,0.2,0.11,0.01,"large",0.1,0,0.2,0,0.8,0.6,0.8,0.7,0.5,0.6,0.8,0.8,0.8,0.7
373,"pb_no_orb_str",15,0.2,0.11,0.06,"small",0.1,0.1,0.1,0.1,0.6,0.6,0.6,0.8,0.3,0.5,0.6,0.7,0.6,0.6
374,"pb_no_orb_str",15,0.2,0.11,0.06,"medium",0,0,0,0,0.7,0.7,0.7,0.4,0.8,0.7,0.6,0.5,0.4,0.2
375,"pb_no_orb_str",15,0.2,0.11,0.06,"large",0,0,0,0,0.9,0.5,0.8,0.5,0.4,0.3,1,0.6,0.6,0.6
376,"pb_no_orb_str",15,0.2,0.11,0.11,"small",0,0,0,0,0.5,0.6,0.7,0.6,0.3,0.6,0.7,0.8,0.6,0.6
377,"pb_no_orb_str",15,0.2,0.11,0.11,"medium",0,0.1,0,0.1,0.9,0.6,0.8,0.6,0.7,0.6,0.9,0.6,0.6,0.2
378,"pb_no_orb_str",15,0.2,0.11,0.11,"large",0,0,0,0,0.7,0.4,0.8,0.6,0.6,0.3,0.8,0.8,0.5,0.5
379,"pb_no_orb_str",15,0.5,0.01,0.01,"small",5.9,0.8,5.6,0.7,0.96,0.6,0.96,0.91,0.53,0.7,0.74,1.01,0.75,0.3
380,"pb_no_orb_str",15,0.5,0.01,0.01,"medium",1.2,0,0.8,0.1,0.71,0.6,0.71,0.4,0.71,0.6,0.71,0.3,0.51,0.4
381,"pb_no_orb_str",15,0.5,0.01,0.01,"large",0.1,0,0.2,0,0.5,0.4,0.8,0.5,0.4,0.7,0.9,0.7,0.7,1.1
382,"pb_no_orb_str",15,0.5,0.01,0.06,"small",2.2,0.1,1.7,0.1,0.51,0.7,0.51,0.7,0.61,0.5,0.71,0.7,0.41,0.5
383,"pb_no_orb_str",15,0.5,0.01,0.06,"medium",0.5,0,0.2,0,0.6,0.8,0.9,0.8,0.6,0.7,1,0.8,0.3,0.3
384,"pb_no_orb_str",15,0.5,0.01,0.06,"large",0.1,0,0.2,0,0.8,0.6,0.5,0.7,0.7,0.3,0.7,0.4,0.8,0.9
385,"pb_no_orb_str",15,0.5,0.01,0.11,"small",0.8,0.1,1,0.2,0.91,0.7,0.81,0.6,0.91,0.8,0.81,0.7,0.91,0.5
386,"pb_no_orb_str",15,0.5,0.01,0.11,"medium",0,0.1,0,0,1,0.6,0.9,0.8,0.8,0.6,1,0.9,0.6,0.6
387,"pb_no_orb_str",15,0.5,0.01,0.11,"large",0,0,0,0,0.9,0.5,0.8,0.4,0.7,0.4,1,0.7,0.9,0.7
388,"pb_no_orb_str",15,0.5,0.06,0.01,"small",2.4,0.1,2.7,0.4,0.72,0.7,0.61,0.8,0.51,0.4,0.72,0.8,0.72,0.2
389,"pb_no_orb_str",15,0.5,0.06,0.01,"medium",0.6,0,0.3,0,1.01,1.1,1.11,1,1.1,1,1.1,0.9,0.81,0.4
390,"pb_no_orb_str",15,0.5,0.06,0.01,"large",0,0,0.2,0,0.6,0.9,0.6,0.8,0.8,0.7,1.1,0.8,0.6,0.7
391,"pb_no_orb_str",15,0.5,0.06,0.06,"small",0.5,0.4,0.6,0.1,0.9,0.7,0.9,0.7,0.91,0.4,0.8,0.8,0.7,0.3
392,"pb_no_orb_str",15,0.5,0.06,0.06,"medium",0,0,0,0,0.7,0.7,0.6,0.8,0.8,0.8,0.5,1.1,0.7,0.5
393,"pb_no_orb_str",15,0.5,0.06,0.06,"large",0,0,0,0,0.7,0.8,0.8,0.8,0.9,0.8,0.9,1,0.8,0.6
394,"pb_no_orb_str",15,0.5,0.06,0.11,"small",0.4,0.3,0.4,0,0.9,0.5,0.8,0.5,1,0.3,1,0.6,0.9,0.6
395,"pb_no_orb_str",15,0.5,0.06,0.11,"medium",0,0,0,0,0.6,0.8,0.7,0.9,1.2,0.9,1.2,1,0.6,0.6
396,"pb_no_orb_str",15,0.5,0.06,0.11,"large",0,0,0,0.1,1,0.8,0.8,0.9,1.1,0.7,1,1,0.9,0.6
397,"pb_no_orb_str",15,0.5,0.11,0.01,"small",0.7,0.1,1.3,0.5,0.81,0.5,0.91,0.7,0.91,0.6,0.81,0.9,0.71,0.4
398,"pb_no_orb_str",15,0.5,0.11,0.01,"medium",0.2,0,0.1,0,1.2,1,1,0.9,1.1,0.7,0.9,0.9,0.9,0.3
399,"pb_no_orb_str",15,0.5,0.11,0.01,"large",0.1,0,0,0,0.9,0.5,1,0.8,0.9,0.8,1,0.7,0.9,0.7
400,"pb_no_orb_str",15,0.5,0.11,0.06,"small",0.1,0.2,0.2,0.1,1.3,0.7,1.2,0.8,0.9,0.6,1.1,0.9,1.3,0.8
401,"pb_no_orb_str",15,0.5,0.11,0.06,"medium",0,0,0,0,1.1,0.6,1,0.9,1.3,0.6,1.4,1,1,0.5
402,"pb_no_orb_str",15,0.5,0.11,0.06,"large",0,0,0,0,0.8,0.8,0.8,0.8,0.9,0.6,1.4,1.3,0.8,0.6
403,"pb_no_orb_str",15,0.5,0.11,0.11,"small",0.1,0,0,0.1,0.9,0.8,1.1,0.7,0.8,0.6,1.5,0.7,1,0.8
404,"pb_no_orb_str",15,0.5,0.11,0.11,"medium",0,0.1,0,0,1.3,0.6,1.3,0.9,1.1,0.5,1.2,1,1.2,0.4
405,"pb_no_orb_str",15,0.5,0.11,0.11,"large",0,0,0,0,1.1,0.8,1.1,0.6,0.8,0.5,1,1.1,1.1,0.7
406,"pb_no_orb_str",15,0.8,0.01,0.01,"small",5.3,1.1,5.2,0.4,0.42,0.81,0.84,0.81,0.32,0.6,0.95,0.9,0.32,0.71
407,"pb_no_orb_str",15,0.8,0.01,0.01,"medium",0.7,0,0.8,0,0.7,0.6,0.81,0.4,0.91,0.7,0.91,0.6,1.01,2
408,"pb_no_orb_str",15,0.8,0.01,0.01,"large",0,0,0,0,0.5,0.5,0.6,0.4,0.6,0.4,0.8,0.9,2.8,1.8
409,"pb_no_orb_str",15,0.8,0.01,0.06,"small",2,0.2,2.4,0.3,0.82,0.5,0.82,0.6,0.82,0.4,1.02,0.7,0.62,0.6
410,"pb_no_orb_str",15,0.8,0.01,0.06,"medium",0,0,0.1,0,0.3,0.5,0.2,0.7,0.8,0.6,0.8,0.6,0.3,1.5
411,"pb_no_orb_str",15,0.8,0.01,0.06,"large",0.1,0,0.2,0,0.5,0.5,0.9,0.5,0.6,0.6,0.7,0.6,0.8,2.1
412,"pb_no_orb_str",15,0.8,0.01,0.11,"small",1.1,0.6,1.6,0.2,0.71,0.7,0.71,0.7,0.61,0.6,1.22,0.8,0.51,0.6
413,"pb_no_orb_str",15,0.8,0.01,0.11,"medium",0,0,0.1,0.1,0.3,0.7,0.3,0.7,0.3,0.6,0.3,0.7,0.3,0.9
414,"pb_no_orb_str",15,0.8,0.01,0.11,"large",0,0,0,0,0.1,0.7,0.2,0.7,0.3,0.7,0.3,0.7,0.1,1.1
415,"pb_no_orb_str",15,0.8,0.06,0.01,"small",2.2,0.1,2,0.2,0.92,0.7,0.92,0.8,0.82,0.8,0.82,0.8,0.62,0.5
416,"pb_no_orb_str",15,0.8,0.06,0.01,"medium",0.7,0,0.4,0,0.6,0.3,0.5,0.5,0.5,0.2,0.8,0.7,0.5,0.8
417,"pb_no_orb_str",15,0.8,0.06,0.01,"large",0.1,0,0.1,0,1,0.8,0.9,1,0.8,0.9,1.1,1.1,0.9,1.3
418,"pb_no_orb_str",15,0.8,0.06,0.06,"small",1,0.2,0.9,0.1,1.31,1,1.31,1,1.51,0.5,1.21,0.9,1.11,0.4
419,"pb_no_orb_str",15,0.8,0.06,0.06,"medium",0.1,0,0,0,1.2,0.6,1.3,0.8,1,0.6,1.1,0.9,1.2,0.8
420,"pb_no_orb_str",15,0.8,0.06,0.06,"large",0,0,0,0,1.5,0.9,1.5,1,1.2,0.6,1.4,1,1.5,0.8
421,"pb_no_orb_str",15,0.8,0.06,0.11,"small",0.2,0.1,0.4,0.1,1.3,0.5,1.2,0.6,1.2,0.5,1.2,0.7,1.2,0.4
422,"pb_no_orb_str",15,0.8,0.06,0.11,"medium",0,0,0,0,2.1,0.7,2.1,0.8,1.7,0.8,1.7,0.9,2.1,0.7
423,"pb_no_orb_str",15,0.8,0.06,0.11,"large",0,0,0,0,2,0.5,2,0.9,2.1,0.6,2.1,0.9,2,0.9
424,"pb_no_orb_str",15,0.8,0.11,0.01,"small",1,0.1,1.2,0,0.61,0.8,0.71,0.9,0.81,0.6,0.61,0.8,0.51,0.4
425,"pb_no_orb_str",15,0.8,0.11,0.01,"medium",0.1,0,0.2,0,1.3,0.6,1.2,1,1.2,0.5,1.2,0.9,1.2,0.7
426,"pb_no_orb_str",15,0.8,0.11,0.01,"large",0.2,0,0.1,0,1.2,1,1.3,1.1,1,0.8,1.1,1.1,1.1,1.2
427,"pb_no_orb_str",15,0.8,0.11,0.06,"small",0.5,0,0.7,0,1.41,0.8,1.41,0.9,1.21,0.7,1.41,1,1.21,0.6
428,"pb_no_orb_str",15,0.8,0.11,0.06,"medium",0,0,0,0,2.9,0.9,2.7,0.8,2.5,0.7,2.2,0.7,2.9,0.9
429,"pb_no_orb_str",15,0.8,0.11,0.06,"large",0,0,0,0,4,0.8,3.9,0.6,3.2,0.8,2.9,0.9,4,0.8
430,"pb_no_orb_str",15,0.8,0.11,0.11,"small",0.1,0.2,0.2,0.2,1.9,1,1.9,1.1,1.3,0.8,1.5,0.9,2,0.3
431,"pb_no_orb_str",15,0.8,0.11,0.11,"medium",0,0,0,0,4.6,0.8,4.6,0.7,3.3,0.9,3.1,0.9,4.6,0.8
432,"pb_no_orb_str",15,0.8,0.11,0.11,"large",0,0,0,0,4.7,0.7,4.7,0.6,3.6,0.8,3.2,0.9,4.7,1
433,"pb_no_orb_str",30,0,0.01,0.01,"small",0,0.3,0,0.4,0.6,0.4,0.5,0.3,0.7,0.4,0.4,0.4,0.5,0.4
434,"pb_no_orb_str",30,0,0.01,0.01,"medium",0,0,0,0,0.2,0.4,0.3,0.3,0.4,0.4,0.2,0.5,0.2,0.2
435,"pb_no_orb_str",30,0,0.01,0.01,"large",0,0,0,0,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2
436,"pb_no_orb_str",30,0,0.01,0.06,"small",0,0,0,0,0.6,0.7,0.5,0.8,0.4,0.4,0.4,0.7,0.4,0.4
437,"pb_no_orb_str",30,0,0.01,0.06,"medium",0,0.1,0,0.1,0.4,0.5,0.2,0.2,0.4,0.4,0.2,0.4,0.4,0.4
438,"pb_no_orb_str",30,0,0.01,0.06,"large",0,0,0,0,0.4,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.2,0.2
439,"pb_no_orb_str",30,0,0.01,0.11,"small",0,0,0,0,0.6,0.7,0.6,0.7,0.7,0.7,0.4,0.7,0.6,0.3
440,"pb_no_orb_str",30,0,0.01,0.11,"medium",0,0,0,0.3,0.3,0.3,0.1,0.2,0.3,0.2,0.1,0.3,0.2,0.3
441,"pb_no_orb_str",30,0,0.01,0.11,"large",0,0.5,0,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.3,0.2
442,"pb_no_orb_str",30,0,0.06,0.01,"small",0,0.7,0,0.4,0.3,0.3,0.3,0.3,0.5,0.4,0.4,0.4,0.3,0.2
443,"pb_no_orb_str",30,0,0.06,0.01,"medium",0,0,0,0,0.4,0.3,0.1,0.2,0.3,0.5,0.3,0.4,0.2,0.3
444,"pb_no_orb_str",30,0,0.06,0.01,"large",0.3,0,0,0,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.5,0.3,0.2
445,"pb_no_orb_str",30,0,0.06,0.06,"small",0,0,0,0,0.5,0.7,0.4,0.4,0.5,0.6,0.3,0.5,0.2,0.1
446,"pb_no_orb_str",30,0,0.06,0.06,"medium",0,0,0,0,0.3,0.4,0.2,0.4,0.3,0.5,0.2,0.2,0.3,0.4
447,"pb_no_orb_str",30,0,0.06,0.06,"large",0,0,0,0,0.2,0.2,0.3,0.2,0.2,0.1,0.4,0.3,0.2,0.2
448,"pb_no_orb_str",30,0,0.06,0.11,"small",0,0,0,0,0.4,0.6,0.4,0.6,0.4,0.5,0.1,0.5,0.3,0.4
449,"pb_no_orb_str",30,0,0.06,0.11,"medium",0,0.2,0,0,0.2,0.5,0.1,0.3,0.3,0.5,0,0.4,0.3,0.5
450,"pb_no_orb_str",30,0,0.06,0.11,"large",0,0,0,0,0.3,0.4,0.3,0.3,0.3,0.2,0.5,0.5,0.2,0.2
451,"pb_no_orb_str",30,0,0.11,0.01,"small",0,0.3,0,0,0.5,0.3,0.2,0.6,0.5,0.4,0.2,0.5,0.4,0.3
452,"pb_no_orb_str",30,0,0.11,0.01,"medium",0,0,0,0,0.3,0.3,0.1,0.2,0.3,0.3,0.2,0.4,0.2,0.3
453,"pb_no_orb_str",30,0,0.11,0.01,"large",0.1,0,0.1,0,0.1,0.2,0.2,0.2,0.2,0.2,0.4,0.6,0.1,0.2
454,"pb_no_orb_str",30,0,0.11,0.06,"small",0,0,0,0,0.6,0.6,0.4,0.5,0.6,0.6,0.4,0.7,0.5,0.5
455,"pb_no_orb_str",30,0,0.11,0.06,"medium",0,0,0,0,0.4,0.3,0.4,0.4,0.4,0.5,0.4,0.6,0.4,0.4
456,"pb_no_orb_str",30,0,0.11,0.06,"large",0,0,0,0,0.3,0.1,0.5,0.4,0.1,0.1,0.6,0.5,0.3,0.2
457,"pb_no_orb_str",30,0,0.11,0.11,"small",0,0,0,0,0.7,0.5,0.3,0.4,0.4,0.4,0.2,0.5,0.4,0.4
458,"pb_no_orb_str",30,0,0.11,0.11,"medium",0,0,0,0,0.1,0.5,0.1,0.2,0.1,0.6,0.1,0.4,0.2,0.6
459,"pb_no_orb_str",30,0,0.11,0.11,"large",0,0,0,0,0.1,0.3,0.3,0.3,0.2,0.2,0.5,0.4,0.2,0.3
460,"pb_no_orb_str",30,0.2,0.01,0.01,"small",0.2,0.2,0.4,0.1,0.9,0.6,0.7,0.6,0.7,0.5,0.8,0.8,0.7,0.6
461,"pb_no_orb_str",30,0.2,0.01,0.01,"medium",0.5,0,0.5,0,0.9,0.9,1.01,0.8,0.6,0.7,0.7,0.7,0.5,0.6
462,"pb_no_orb_str",30,0.2,0.01,0.01,"large",0,0,0,0,0.5,0.5,0.5,0.5,0.4,0.4,0.6,0.5,0.3,0.3
463,"pb_no_orb_str",30,0.2,0.01,0.06,"small",0,0.3,0,0.4,0.6,0.6,0.7,0.6,0.7,0.8,0.8,0.8,0.5,0.6
464,"pb_no_orb_str",30,0.2,0.01,0.06,"medium",0,0,0,0,0.7,0.7,0.6,0.5,0.7,0.6,0.4,0.5,0.6,0.5
465,"pb_no_orb_str",30,0.2,0.01,0.06,"large",0,0,0,0,0.7,0.8,0.8,0.8,0.5,0.5,0.7,0.8,0.8,0.9
466,"pb_no_orb_str",30,0.2,0.01,0.11,"small",0,0.2,0,0.1,0.9,0.6,0.7,0.8,0.9,1,0.9,1.1,0.2,0.6
467,"pb_no_orb_str",30,0.2,0.01,0.11,"medium",0,0.5,0,0.4,0.6,0.4,0.4,0.3,0.6,0.5,0.5,0.4,0.6,0.6
468,"pb_no_orb_str",30,0.2,0.01,0.11,"large",0,0.1,0,0.1,0.6,0.6,0.4,0.4,0.5,0.5,0.3,0.4,0.5,0.5
469,"pb_no_orb_str",30,0.2,0.06,0.01,"small",0,0,0,0.2,0.5,0.5,0.4,0.6,0.5,0.5,0.5,0.6,0.4,0.4
470,"pb_no_orb_str",30,0.2,0.06,0.01,"medium",0,0,0.1,0,0.5,0.5,0.4,0.6,0.3,0.6,0.6,0.4,0.4,0.4
471,"pb_no_orb_str",30,0.2,0.06,0.01,"large",0.2,0,0.2,0,0.5,0.4,0.7,0.5,0.5,0.4,0.7,0.7,0.5,0.4
472,"pb_no_orb_str",30,0.2,0.06,0.06,"small",0,0.1,0,0,0.6,0.4,0.6,0.4,0.4,0.2,0.5,0.5,0.2,0.3
473,"pb_no_orb_str",30,0.2,0.06,0.06,"medium",0,0,0,0,0.6,0.4,0.5,0.6,0.6,0.5,0.6,0.6,0.5,1
474,"pb_no_orb_str",30,0.2,0.06,0.06,"large",0,0,0,0,0.5,0.5,0.5,0.7,0.5,0.6,0.4,0.6,0.3,0.5
475,"pb_no_orb_str",30,0.2,0.06,0.11,"small",0,0,0,0,0.8,0.7,0.7,0.6,0.6,0.7,0.6,0.6,0.5,0.5
476,"pb_no_orb_str",30,0.2,0.06,0.11,"medium",0,0.1,0,0.1,0.5,0.6,0.3,0.4,0.4,0.5,0.4,0.6,0.5,0.8
477,"pb_no_orb_str",30,0.2,0.06,0.11,"large",0,0,0,0.1,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.3,0.5,0.5
478,"pb_no_orb_str",30,0.2,0.11,0.01,"small",0,0.1,0,0.3,0.4,0.4,0.2,0.4,0.4,0.5,0.2,0.3,0.2,0.4
479,"pb_no_orb_str",30,0.2,0.11,0.01,"medium",0,0,0,0,0.4,0.6,0.2,0.4,0.4,0.6,0.5,0.7,0.5,0.7
480,"pb_no_orb_str",30,0.2,0.11,0.01,"large",0.3,0,0,0,0.5,0.4,0.3,0.6,0.6,0.5,0.5,0.6,0.4,0.2
481,"pb_no_orb_str",30,0.2,0.11,0.06,"small",0,0,0,0,0.5,0.4,0.5,0.5,0.5,0.3,0.3,0.8,0.3,0.3
482,"pb_no_orb_str",30,0.2,0.11,0.06,"medium",0,0,0,0,0.4,0.6,0.2,0.5,0.4,0.4,0.4,0.5,0.4,0.6
483,"pb_no_orb_str",30,0.2,0.11,0.06,"large",0,0,0,0,0.3,0.2,0.3,0.5,0.5,0.5,0.3,0.5,0.4,0.1
484,"pb_no_orb_str",30,0.2,0.11,0.11,"small",0,0,0,0,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.8,0.4,0.5
485,"pb_no_orb_str",30,0.2,0.11,0.11,"medium",0,0,0,0,0.2,0.4,0.1,0.3,0.4,0.3,0.3,0.5,0.3,0.6
486,"pb_no_orb_str",30,0.2,0.11,0.11,"large",0,0,0,0,0.2,0.3,0.3,0.4,0.3,0.4,0.4,0.5,0.3,0.4
487,"pb_no_orb_str",30,0.5,0.01,0.01,"small",4.7,0.6,5.3,0.2,0.52,0.7,0.52,0.8,0.74,0.6,0.53,0.6,0.11,0.4
488,"pb_no_orb_str",30,0.5,0.01,0.01,"medium",0.6,0.1,0.3,0,0.4,0.3,0.3,0.5,0.4,0.6,0.5,0.5,0.81,2.5
489,"pb_no_orb_str",30,0.5,0.01,0.01,"large",0,0,0,0,0.3,0.4,0.3,0.6,0.5,0.6,0.6,0.6,3.7,2
490,"pb_no_orb_str",30,0.5,0.01,0.06,"small",1.4,0.4,1.1,0.2,0.51,0.5,0.51,0.6,0.61,0.5,0.71,0.8,0,0.5
491,"pb_no_orb_str",30,0.5,0.01,0.06,"medium",0,0,0.1,0,0.4,0.4,0.3,0.3,0.4,0.4,0.3,0.6,0.3,1
492,"pb_no_orb_str",30,0.5,0.01,0.06,"large",0,0,0,0,0.3,0.2,0.3,0.2,0.6,0.3,0.5,0.3,0.5,1.4
493,"pb_no_orb_str",30,0.5,0.01,0.11,"small",0.2,0.2,0.2,0.3,0.3,0.5,0.4,0.7,0.5,0.5,0.8,0.7,0,0.5
494,"pb_no_orb_str",30,0.5,0.01,0.11,"medium",0,0,0,0.1,0.3,0.4,0.2,0.2,0.5,0.7,0.2,0.2,0.2,0.7
495,"pb_no_orb_str",30,0.5,0.01,0.11,"large",0,0,0,0,0.4,0.4,0.8,0.7,0.7,0.4,0.6,0.6,0.4,0.9
496,"pb_no_orb_str",30,0.5,0.06,0.01,"small",0.7,0,0.9,0.1,0.6,0.4,0.4,0.4,0.61,0.4,0.4,0.6,0.3,0.3
497,"pb_no_orb_str",30,0.5,0.06,0.01,"medium",0.2,0,0.2,0,0.4,0.7,0.4,0.7,0.4,0.6,0.5,1,0.3,0.4
498,"pb_no_orb_str",30,0.5,0.06,0.01,"large",0.2,0,0,0,0.4,0.3,0.1,0.2,0.4,0.4,0.6,0.6,0.2,0.4
499,"pb_no_orb_str",30,0.5,0.06,0.06,"small",0,0.1,0,0,0.6,0.7,0.4,0.8,0.3,0.6,0.5,0.9,0.2,0.3
500,"pb_no_orb_str",30,0.5,0.06,0.06,"medium",0,0,0,0,0.6,0.8,0.6,0.8,0.8,0.6,0.6,0.7,0.5,0.6
501,"pb_no_orb_str",30,0.5,0.06,0.06,"large",0,0,0,0,0.4,0.3,0.4,0.8,0.1,0.3,0.5,0.9,0.3,0.6
502,"pb_no_orb_str",30,0.5,0.06,0.11,"small",0,0,0,0,0.6,0.5,0.7,0.5,0.4,0.6,0.7,0.4,0.4,0.5
503,"pb_no_orb_str",30,0.5,0.06,0.11,"medium",0,0,0,0,0.4,0.7,0.4,0.4,0.6,0.8,0.7,0.6,0.3,0.7
