"index","bt","k","d","su","sv","p","pet_smd_perc_non_conv","pet_tr_smd_perc_non_conv","peese_smd_perc_non_conv","peese_tr_smd_perc_non_conv","pet_int_smd_perc_z3","pet_int_tr_smd_perc_z3","pet_slope_smd_perc_z3","pet_slope_tr_smd_perc_z3","peese_int_smd_perc_z3","peese_int_tr_smd_perc_z3","peese_slope_smd_perc_z3","peese_slope_tr_smd_perc_z3","corrected_smd_perc_z3","corrected_tr_smd_smd_perc_z3"
158,"pb_no_orb_no",30,0.2,0.11,0.06,"medium",0,0,0,0,0.2,0.5,0.1,0.6,0.4,0.6,0.5,0.8,0.3,0.7
159,"pb_no_orb_no",30,0.2,0.11,0.06,"large",0,0,0,0,0.4,0.6,0.5,0.6,0.4,0.4,0.6,0.7,0.6,0.5
160,"pb_no_orb_no",30,0.2,0.11,0.11,"small",0,0,0,0,0.7,0.6,0.6,0.5,0.6,0.6,0.5,0.6,0.5,0.6
161,"pb_no_orb_no",30,0.2,0.11,0.11,"medium",0,0,0,0,0.2,0.7,0.2,0.6,0.4,0.6,0.5,0.8,0.4,0.7
162,"pb_no_orb_no",30,0.2,0.11,0.11,"large",0,0,0,0,0.4,0.6,0.4,0.6,0.5,0.5,0.7,0.7,0.5,0.4
163,"pb_no_orb_no",30,0.5,0.01,0.01,"small",0.8,0.2,0.6,0.2,0.71,0.7,0.6,0.9,0.8,0.6,0.6,0.8,0.4,1.2
164,"pb_no_orb_no",30,0.5,0.01,0.01,"medium",0.5,0,0.2,0,0.5,0.4,0.2,0.2,0.4,0.4,0.2,0.3,1.31,2.4
165,"pb_no_orb_no",30,0.5,0.01,0.01,"large",0.1,0,0,0,0.4,0.4,0.4,0.4,0.4,0.6,0.5,0.5,2.9,1.4
166,"pb_no_orb_no",30,0.5,0.01,0.06,"small",0.1,0.2,0,0.5,0.7,0.7,0.4,0.7,0.6,0.7,0.6,1.01,0.3,1.11
167,"pb_no_orb_no",30,0.5,0.01,0.06,"medium",0,0,0,0,0.5,0.6,0.7,0.5,0.4,0.7,0.4,0.4,0.7,1
168,"pb_no_orb_no",30,0.5,0.01,0.06,"large",0.1,0,0,0,0.6,0.4,0.6,0.6,0.6,0.7,0.6,0.8,0.6,1.9
169,"pb_no_orb_no",30,0.5,0.01,0.11,"small",0,0.8,0,0.5,0.6,0.81,0.5,0.81,0.7,0.8,0.6,0.8,0.3,0.91
170,"pb_no_orb_no",30,0.5,0.01,0.11,"medium",0,0.1,0,0.1,0.7,0.5,0.6,0.5,0.6,0.7,0.5,0.5,0.6,0.9
171,"pb_no_orb_no",30,0.5,0.01,0.11,"large",0,0,0,0,0.7,0.4,0.7,0.6,0.7,0.6,0.6,0.6,0.6,1.2
172,"pb_no_orb_no",30,0.5,0.06,0.01,"small",0,0,0,0,0.6,0.6,0.8,0.5,0.3,0.4,0.6,0.4,0.6,1
173,"pb_no_orb_no",30,0.5,0.06,0.01,"medium",0.1,0,0.2,0,0.2,0.7,0.2,0.6,0.6,0.4,0.3,0.6,0.3,0.8
174,"pb_no_orb_no",30,0.5,0.06,0.01,"large",0.1,0,0,0,0.4,0.2,0.5,0.5,0.5,0.2,0.3,0.6,0.5,0.7
175,"pb_no_orb_no",30,0.5,0.06,0.06,"small",0,0,0,0,0.5,0.9,0.3,0.7,0.5,0.8,0.5,0.8,0.4,1.2
176,"pb_no_orb_no",30,0.5,0.06,0.06,"medium",0,0,0,0,0.2,0.7,0.2,0.6,0.5,0.6,0.6,0.6,0.5,0.9
177,"pb_no_orb_no",30,0.5,0.06,0.06,"large",0,0,0,0,0.5,0.5,0.4,0.6,0.6,0.4,0.4,0.7,0.5,0.5
178,"pb_no_orb_no",30,0.5,0.06,0.11,"small",0,0.1,0,0.1,0.6,0.7,0.6,0.7,0.5,0.8,0.5,0.8,0.7,1.2
179,"pb_no_orb_no",30,0.5,0.06,0.11,"medium",0,0,0,0,0.3,0.8,0.5,0.5,0.6,0.6,1,0.6,0.6,1
180,"pb_no_orb_no",30,0.5,0.06,0.11,"large",0,0,0,0,0.5,0.6,0.4,0.5,0.6,0.5,0.6,0.7,0.5,0.5
181,"pb_no_orb_no",30,0.5,0.11,0.01,"small",0,0,0,0,0.6,0.5,0.8,0.4,0.4,0.3,0.6,0.5,0.4,0.7
182,"pb_no_orb_no",30,0.5,0.11,0.01,"medium",0.2,0,0,0,0.2,0.7,0.3,0.8,0.5,0.5,0.6,0.7,0.4,0.7
183,"pb_no_orb_no",30,0.5,0.11,0.01,"large",0,0,0,0,0.4,0.2,0.3,0.5,0.3,0.3,0.2,0.6,0.4,0.5
184,"pb_no_orb_no",30,0.5,0.11,0.06,"small",0,0,0,0,0.8,0.5,0.7,0.6,0.8,0.5,0.6,0.6,0.7,1.1
185,"pb_no_orb_no",30,0.5,0.11,0.06,"medium",0,0,0,0,0.4,0.5,0.6,0.6,0.7,0.6,0.8,0.8,0.6,0.9
186,"pb_no_orb_no",30,0.5,0.11,0.06,"large",0,0,0,0,0.3,0.5,0.4,0.6,0.2,0.4,0.5,0.7,0.4,0.5
187,"pb_no_orb_no",30,0.5,0.11,0.11,"small",0,0,0,0,0.9,0.7,0.7,0.5,0.9,0.6,0.7,0.7,0.8,1
188,"pb_no_orb_no",30,0.5,0.11,0.11,"medium",0,0,0,0,0.7,0.7,0.9,0.6,0.7,0.6,0.9,0.8,0.7,0.8
189,"pb_no_orb_no",30,0.5,0.11,0.11,"large",0,0,0,0,0.3,0.6,0.4,0.6,0.2,0.5,0.5,0.7,0.4,0.5
190,"pb_no_orb_no",30,0.8,0.01,0.01,"small",1.4,0.2,1.9,0.3,0.71,0.7,0.61,0.8,0.82,0.6,0.82,0.8,1.02,1.11
191,"pb_no_orb_no",30,0.8,0.01,0.01,"medium",0.7,0,0.1,0,0.3,0.4,0.1,0.2,0.3,0.5,0.4,0.3,0.5,0.5
192,"pb_no_orb_no",30,0.8,0.01,0.01,"large",0,0,0,0,0.1,0.4,0.4,0.4,0.4,0.6,0.5,0.5,0.3,0.6
193,"pb_no_orb_no",30,0.8,0.01,0.06,"small",0,0.4,0,0.2,0.7,0.7,0.5,0.7,0.6,0.7,0.5,1,0.6,3.02
194,"pb_no_orb_no",30,0.8,0.01,0.06,"medium",0,0,0,0,0.4,0.6,0.6,0.5,0.3,0.6,0.4,0.4,1.7,0.7
195,"pb_no_orb_no",30,0.8,0.01,0.06,"large",0,0,0,0,0.5,0.3,0.6,0.6,0.6,0.7,0.6,0.8,3.6,0.5
196,"pb_no_orb_no",30,0.8,0.01,0.11,"small",0,0.6,0,0.7,0.7,0.7,0.6,0.8,0.8,0.7,0.6,0.7,0.5,2.53
197,"pb_no_orb_no",30,0.8,0.01,0.11,"medium",0,0.1,0,0,0.4,0.5,0.6,0.5,0.4,0.7,0.4,0.5,0.7,1.6
198,"pb_no_orb_no",30,0.8,0.01,0.11,"large",0,0.1,0,0,0.9,0.4,0.8,0.6,0.7,0.6,0.6,0.6,1,1
199,"pb_no_orb_no",30,0.8,0.06,0.01,"small",0,0,0,0,0.7,0.6,0.8,0.5,0.6,0.4,0.9,0.4,0.4,1.5
200,"pb_no_orb_no",30,0.8,0.06,0.01,"medium",0.1,0,0.1,0,0.5,0.7,0.4,0.6,0.8,0.4,0.8,0.7,0.4,2.5
201,"pb_no_orb_no",30,0.8,0.06,0.01,"large",0.2,0,0.4,0,0.6,0.2,0.4,0.5,0.6,0.2,0.3,0.6,0.6,2.3
202,"pb_no_orb_no",30,0.8,0.06,0.06,"small",0,0,0,0,0.7,0.9,0.8,0.6,0.7,0.7,0.9,0.7,0.7,1.5
203,"pb_no_orb_no",30,0.8,0.06,0.06,"medium",0,0,0,0,0.6,0.6,0.5,0.6,0.8,0.6,0.8,0.6,0.3,1.7
204,"pb_no_orb_no",30,0.8,0.06,0.06,"large",0,0,0,0,0.4,0.5,0.4,0.6,0.6,0.4,0.7,0.6,0.2,2.7
205,"pb_no_orb_no",30,0.8,0.06,0.11,"small",0,0.1,0,0,1.5,0.7,1.5,0.7,1.2,0.8,1.3,0.8,1.5,1.3
206,"pb_no_orb_no",30,0.8,0.06,0.11,"medium",0,0,0,0,0.6,0.8,0.6,0.5,0.7,0.6,0.7,0.6,0.6,1.5
207,"pb_no_orb_no",30,0.8,0.06,0.11,"large",0,0,0,0,0.3,0.6,0.3,0.4,0.5,0.5,0.6,0.7,0.3,2
208,"pb_no_orb_no",30,0.8,0.11,0.01,"small",0,0,0,0.1,0.9,0.5,1,0.4,0.7,0.4,0.9,0.5,0.6,0.9
209,"pb_no_orb_no",30,0.8,0.11,0.01,"medium",0,0,0,0,0.9,0.7,1,0.8,0.8,0.5,1,0.7,0.7,1
210,"pb_no_orb_no",30,0.8,0.11,0.01,"large",0.3,0,0.5,0,1,0.2,0.7,0.5,0.8,0.3,0.6,0.6,0.6,1.4
211,"pb_no_orb_no",30,0.8,0.11,0.06,"small",0,0,0,0,1.6,0.5,1.5,0.6,1.2,0.5,1,0.6,1.6,1.1
212,"pb_no_orb_no",30,0.8,0.11,0.06,"medium",0,0,0,0,1.8,0.5,1.8,0.6,1.2,0.6,1.1,0.8,1.8,1.1
213,"pb_no_orb_no",30,0.8,0.11,0.06,"large",0,0,0,0,1.2,0.5,1.2,0.6,0.9,0.4,0.8,0.7,1.2,1
214,"pb_no_orb_no",30,0.8,0.11,0.11,"small",0,0,0,0,2.5,0.7,2.5,0.6,1.7,0.6,1.7,0.7,2.5,1.2
215,"pb_no_orb_no",30,0.8,0.11,0.11,"medium",0,0,0,0,3.2,0.7,3.2,0.6,1.8,0.6,1.6,0.8,3.2,1.2
216,"pb_no_orb_no",30,0.8,0.11,0.11,"large",0,0,0,0,2.1,0.6,2.1,0.6,1.3,0.5,1.3,0.6,2.1,0.8
217,"pb_no_orb_no",70,0,0.01,0.01,"small",0.1,0.2,0.1,0.1,0.6,0.8,0.4,0.4,0.4,0.3,0.3,0.4,0.4,0.5
218,"pb_no_orb_no",70,0,0.01,0.01,"medium",0.1,0,0.1,0,0.3,0.4,0.2,0.2,0.3,0.4,0.2,0.3,0.3,0.3
219,"pb_no_orb_no",70,0,0.01,0.01,"large",0,0,0,0,0.2,0.2,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4
220,"pb_no_orb_no",70,0,0.01,0.06,"small",0,0.6,0,0.1,0.3,0.5,0.3,0.5,0.3,0.4,0.3,0.5,0.5,0.6
221,"pb_no_orb_no",70,0,0.01,0.06,"medium",0,0.2,0,0,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3
222,"pb_no_orb_no",70,0,0.01,0.06,"large",0,0,0,0,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.3,0.3
223,"pb_no_orb_no",70,0,0.01,0.11,"small",0,0.7,0,0.4,0.2,0.3,0.2,0.4,0.2,0.2,0.3,0.4,0.5,0.5
224,"pb_no_orb_no",70,0,0.01,0.11,"medium",0,0.1,0,0.1,0.4,0.3,0.5,0.4,0.3,0.3,0.6,0.6,0.3,0.3
225,"pb_no_orb_no",70,0,0.01,0.11,"large",0,0.3,0,0.3,0,0.1,0.2,0.2,0.1,0.2,0.5,0.5,0.4,0.4
226,"pb_no_orb_no",70,0,0.06,0.01,"small",0,0,0,0,0.7,0.7,0.6,0.6,0.5,0.7,0.3,0.6,0.6,0.6
227,"pb_no_orb_no",70,0,0.06,0.01,"medium",0.3,0,0.1,0,0.2,0.4,0.1,0.2,0.2,0.3,0.2,0.3,0.1,0.1
228,"pb_no_orb_no",70,0,0.06,0.01,"large",0,0,0,0,0.3,0.3,0.6,0.3,0.5,0.2,0.4,0.5,0.4,0.4
229,"pb_no_orb_no",70,0,0.06,0.06,"small",0,0,0,0,0.6,0.6,0.5,0.6,0.5,0.6,0.4,0.4,0.6,0.4
230,"pb_no_orb_no",70,0,0.06,0.06,"medium",0,0,0,0,0.4,0.4,0.1,0.3,0.4,0.3,0.4,0.3,0.2,0.2
231,"pb_no_orb_no",70,0,0.06,0.06,"large",0,0,0,0,0.3,0.3,0.6,0.6,0.6,0.4,0.6,0.8,0.5,0.7
232,"pb_no_orb_no",70,0,0.06,0.11,"small",0,0,0,0,0.6,0.4,0.3,0.4,0.6,0.5,0.3,0.4,0.6,0.4
233,"pb_no_orb_no",70,0,0.06,0.11,"medium",0,0,0,0,0.4,0.4,0.3,0.4,0.3,0.3,0.4,0.5,0.2,0.2
234,"pb_no_orb_no",70,0,0.06,0.11,"large",0,0,0,0,0.4,0.2,0.4,0.5,0.4,0.6,0.7,0.8,0.3,0.3
235,"pb_no_orb_no",70,0,0.11,0.01,"small",0,0.3,0,0.2,0.4,0.5,0.3,0.4,0.6,0.7,0.2,0.6,0.6,0.5
236,"pb_no_orb_no",70,0,0.11,0.01,"medium",0,0,0,0,0.3,0.2,0.3,0.3,0.2,0.3,0.3,0.4,0,0.1
237,"pb_no_orb_no",70,0,0.11,0.01,"large",0,0,0,0,0.3,0.3,0.6,0.3,0.6,0.3,0.6,0.5,0.3,0.4
238,"pb_no_orb_no",70,0,0.11,0.06,"small",0,0,0,0,0.5,0.6,0.3,0.5,0.5,0.5,0.2,0.6,0.7,0.5
239,"pb_no_orb_no",70,0,0.11,0.06,"medium",0,0,0,0,0.2,0.3,0.3,0.2,0.2,0.2,0.5,0.4,0.2,0.2
240,"pb_no_orb_no",70,0,0.11,0.06,"large",0,0,0,0,0.5,0.4,0.4,0.4,0.6,0.5,0.6,0.7,0.4,0.5
241,"pb_no_orb_no",70,0,0.11,0.11,"small",0,0,0,0,0.5,0.6,0.1,0.5,0.6,0.5,0.2,0.8,0.7,0.5
242,"pb_no_orb_no",70,0,0.11,0.11,"medium",0,0,0,0,0.3,0.3,0.3,0.3,0.4,0.2,0.6,0.5,0.3,0.2
243,"pb_no_orb_no",70,0,0.11,0.11,"large",0,0.1,0,0,0.5,0.3,0.6,0.4,0.6,0.5,0.7,0.8,0.4,0.6
244,"pb_no_orb_no",70,0.2,0.01,0.01,"small",0.1,0,0.1,0,0.5,0.8,0.5,0.4,0.4,0.4,0.6,0.4,0.7,0.9
245,"pb_no_orb_no",70,0.2,0.01,0.01,"medium",0,0,0.5,0,0.4,0.4,0.3,0.2,0.4,0.4,0.4,0.3,0.5,0.7
246,"pb_no_orb_no",70,0.2,0.01,0.01,"large",0,0,0,0,0.3,0.2,0.3,0.3,0.1,0.2,0.3,0.4,0.8,1.3
247,"pb_no_orb_no",70,0.2,0.01,0.06,"small",0,1.3,0,0.6,0.3,0.51,0.4,0.51,0.2,0.4,0.4,0.5,0.6,0.81
248,"pb_no_orb_no",70,0.2,0.01,0.06,"medium",0,0.1,0,0,0.5,0.4,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4
249,"pb_no_orb_no",70,0.2,0.01,0.06,"large",0,0.1,0,0,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.6,1.2
250,"pb_no_orb_no",70,0.2,0.01,0.11,"small",0,0.3,0,0.2,0.4,0.3,0.3,0.4,0.4,0.2,0.3,0.4,0.7,0.8
251,"pb_no_orb_no",70,0.2,0.01,0.11,"medium",0,0.5,0,0.7,0.5,0.3,0.6,0.4,0.5,0.3,0.5,0.6,0.5,0.51
252,"pb_no_orb_no",70,0.2,0.01,0.11,"large",0,0.4,0,0.1,0.1,0.1,0.2,0.2,0,0.2,0.5,0.5,0.5,1
253,"pb_no_orb_no",70,0.2,0.06,0.01,"small",0,0.1,0,0,0.9,0.7,0.3,0.6,0.8,0.7,0.3,0.6,0.7,1
254,"pb_no_orb_no",70,0.2,0.06,0.01,"medium",0,0,0,0,0.2,0.3,0.1,0.2,0.2,0.3,0.1,0.3,0.2,0.5
255,"pb_no_orb_no",70,0.2,0.06,0.01,"large",0,0,0,0,0.4,0.3,0.3,0.3,0.4,0.2,0.6,0.5,0.5,1
256,"pb_no_orb_no",70,0.2,0.06,0.06,"small",0,0,0,0,0.8,0.6,0.4,0.5,0.7,0.6,0.4,0.4,0.5,0.9
257,"pb_no_orb_no",70,0.2,0.06,0.06,"medium",0,0,0,0,0.4,0.4,0.2,0.3,0.4,0.3,0.4,0.3,0.3,0.3
258,"pb_no_orb_no",70,0.2,0.06,0.06,"large",0,0,0,0,0.4,0.4,0.3,0.6,0.6,0.4,0.6,0.8,0.5,1.1
259,"pb_no_orb_no",70,0.2,0.06,0.11,"small",0,0,0,0,0.6,0.4,0.3,0.4,0.6,0.5,0.4,0.4,0.5,0.7
260,"pb_no_orb_no",70,0.2,0.06,0.11,"medium",0,0,0,0,0.4,0.4,0.3,0.4,0.5,0.3,0.4,0.5,0.3,0.4
261,"pb_no_orb_no",70,0.2,0.06,0.11,"large",0,0,0,0,0.3,0.2,0.4,0.4,0.5,0.6,0.6,0.8,0.3,1.2
262,"pb_no_orb_no",70,0.2,0.11,0.01,"small",0,0.8,0,0,0.6,0.5,0.4,0.4,0.8,0.7,0.3,0.6,0.4,1.01
263,"pb_no_orb_no",70,0.2,0.11,0.01,"medium",0,0,0,0,0.2,0.2,0.1,0.3,0.1,0.3,0.3,0.4,0,0.2
264,"pb_no_orb_no",70,0.2,0.11,0.01,"large",0,0,0,0,0.5,0.3,0.3,0.3,0.6,0.3,0.6,0.5,0.3,0.8
265,"pb_no_orb_no",70,0.2,0.11,0.06,"small",0,0,0,0,0.7,0.6,0.4,0.4,0.7,0.5,0.3,0.6,0.4,0.6
266,"pb_no_orb_no",70,0.2,0.11,0.06,"medium",0,0,0,0,0.3,0.3,0.3,0.2,0.3,0.2,0.4,0.4,0.1,0.2
267,"pb_no_orb_no",70,0.2,0.11,0.06,"large",0,0,0,0,0.5,0.4,0.5,0.5,0.7,0.5,0.6,0.7,0.5,1
268,"pb_no_orb_no",70,0.2,0.11,0.11,"small",0,0,0,0,0.6,0.6,0.3,0.5,0.6,0.5,0.3,0.8,0.4,0.6
269,"pb_no_orb_no",70,0.2,0.11,0.11,"medium",0,0,0,0,0.3,0.3,0.5,0.3,0.4,0.2,0.5,0.5,0.5,0.2
270,"pb_no_orb_no",70,0.2,0.11,0.11,"large",0,0,0,0,0.5,0.3,0.5,0.5,0.5,0.5,0.5,0.8,0.4,1.1
271,"pb_no_orb_no",70,0.5,0.01,0.01,"small",0,0,0,0,0.6,0.8,0.6,0.5,0.4,0.4,0.9,0.4,1.6,1.5
272,"pb_no_orb_no",70,0.5,0.01,0.01,"medium",0.1,0,0.3,0,0.5,0.4,0.3,0.2,0.4,0.4,0.4,0.3,0.5,0.4
273,"pb_no_orb_no",70,0.5,0.01,0.01,"large",0,0,0,0,0.4,0.2,0.3,0.3,0.3,0.3,0.2,0.4,0.3,0.3
274,"pb_no_orb_no",70,0.5,0.01,0.06,"small",0,0.5,0,0.5,0.5,0.4,0.6,0.5,0.3,0.4,0.3,0.5,0.5,2.42
275,"pb_no_orb_no",70,0.5,0.01,0.06,"medium",0,0,0,0.1,0.5,0.4,0.5,0.3,0.5,0.3,0.5,0.4,3,0.6
276,"pb_no_orb_no",70,0.5,0.01,0.06,"large",0,0,0,0,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,3.4,0.3
277,"pb_no_orb_no",70,0.5,0.01,0.11,"small",0,0.4,0,0.6,0.4,0.3,0.4,0.4,0.3,0.2,0.4,0.4,0.4,2.02
278,"pb_no_orb_no",70,0.5,0.01,0.11,"medium",0,0.4,0,0.2,0.5,0.3,0.6,0.5,0.5,0.3,0.7,0.6,0.6,2.41
279,"pb_no_orb_no",70,0.5,0.01,0.11,"large",0,0.1,0,0.2,0.3,0.1,0.3,0.2,0.2,0.2,0.3,0.4,1.1,1
280,"pb_no_orb_no",70,0.5,0.06,0.01,"small",0,0.1,0,0,0.3,0.7,0.3,0.7,0.4,0.7,0.2,0.6,0.2,1.5
281,"pb_no_orb_no",70,0.5,0.06,0.01,"medium",0.2,0,0.1,0,0.4,0.3,0.4,0.2,0.5,0.3,0.4,0.3,0.2,2.2
282,"pb_no_orb_no",70,0.5,0.06,0.01,"large",0,0,0,0,0.4,0.3,0.5,0.5,0.4,0.2,0.5,0.5,0.3,2.6
283,"pb_no_orb_no",70,0.5,0.06,0.06,"small",0,0,0,0,0.4,0.6,0.3,0.5,0.4,0.6,0.3,0.4,0.4,1.4
284,"pb_no_orb_no",70,0.5,0.06,0.06,"medium",0,0,0,0,0.5,0.4,0.4,0.2,0.4,0.3,0.6,0.4,0.2,1.3
285,"pb_no_orb_no",70,0.5,0.06,0.06,"large",0,0,0,0,0.6,0.4,0.3,0.5,0.6,0.5,0.5,0.8,0,2.1
286,"pb_no_orb_no",70,0.5,0.06,0.11,"small",0,0,0,0.1,0.5,0.4,0.5,0.5,0.5,0.5,0.3,0.5,0.5,1.1
287,"pb_no_orb_no",70,0.5,0.06,0.11,"medium",0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.3,0.5,0.5,0.3,1.3
288,"pb_no_orb_no",70,0.5,0.06,0.11,"large",0,0,0,0,0.4,0.3,0.3,0.5,0.5,0.6,0.3,0.8,0,1.9
289,"pb_no_orb_no",70,0.5,0.11,0.01,"small",0,0.5,0,0.3,0.3,0.5,0.3,0.5,0.4,0.7,0.2,0.7,0.3,1.41
290,"pb_no_orb_no",70,0.5,0.11,0.01,"medium",0,0,0,0,0.2,0.2,0.4,0.3,0.4,0.3,0.3,0.4,0.1,0.8
291,"pb_no_orb_no",70,0.5,0.11,0.01,"large",0,0,0.1,0,0.4,0.3,0.4,0.3,0.5,0.3,0.6,0.6,0.2,1.5
292,"pb_no_orb_no",70,0.5,0.11,0.06,"small",0,0,0,0,0.3,0.7,0.3,0.4,0.4,0.5,0.3,0.7,0.3,0.9
293,"pb_no_orb_no",70,0.5,0.11,0.06,"medium",0,0,0,0,0.4,0.3,0.5,0.2,0.5,0.2,0.4,0.4,0.4,0.7
294,"pb_no_orb_no",70,0.5,0.11,0.06,"large",0,0,0,0,0.3,0.4,0.4,0.6,0.6,0.5,0.4,0.7,0.2,1.7
295,"pb_no_orb_no",70,0.5,0.11,0.11,"small",0,0,0,0,0.4,0.6,0.4,0.5,0.5,0.5,0.3,0.8,0.4,0.9
296,"pb_no_orb_no",70,0.5,0.11,0.11,"medium",0,0,0,0,0.4,0.3,0.6,0.4,0.4,0.2,0.5,0.5,0.4,0.5
297,"pb_no_orb_no",70,0.5,0.11,0.11,"large",0,0,0,0,0.3,0.3,0.5,0.5,0.6,0.5,0.3,0.8,0.1,1.3
298,"pb_no_orb_no",70,0.8,0.01,0.01,"small",0,0,0,0,0.6,0.8,0.8,0.5,0.5,0.4,0.7,0.4,0.9,0.4
299,"pb_no_orb_no",70,0.8,0.01,0.01,"medium",0.4,0,0,0,0.5,0.4,0.4,0.2,0.5,0.4,0.4,0.3,0.5,0.4
300,"pb_no_orb_no",70,0.8,0.01,0.01,"large",0,0,0,0,0.4,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3
301,"pb_no_orb_no",70,0.8,0.01,0.06,"small",0,1,0,0.1,0.5,0.4,0.7,0.51,0.3,0.4,0.6,0.5,1.9,0.4
302,"pb_no_orb_no",70,0.8,0.01,0.06,"medium",0,0,0,0.1,0.6,0.4,0.6,0.4,0.8,0.3,0.6,0.4,0.6,0.3
303,"pb_no_orb_no",70,0.8,0.01,0.06,"large",0,0,0,0,0.3,0.2,0.3,0.2,0.3,0.3,0.3,0.4,0.3,0.3
304,"pb_no_orb_no",70,0.8,0.01,0.11,"small",0,0.4,0,0.2,0.6,0.3,0.7,0.4,0.4,0.2,0.7,0.4,0.3,0.3
305,"pb_no_orb_no",70,0.8,0.01,0.11,"medium",0,0.4,0,0.6,0.6,0.3,0.7,0.5,0.7,0.3,0.8,0.6,4.2,0.3
306,"pb_no_orb_no",70,0.8,0.01,0.11,"large",0,0.2,0,0.1,0.2,0.1,0.3,0.2,0.2,0.2,0.4,0.4,1.2,0.2
307,"pb_no_orb_no",70,0.8,0.06,0.01,"small",0,0,0,0,0.5,0.7,0.5,0.7,0.4,0.7,0.5,0.6,0.2,0.8
308,"pb_no_orb_no",70,0.8,0.06,0.01,"medium",0,0,0.5,0,0.5,0.3,0.5,0.2,0.4,0.3,0.5,0.3,1.1,0.3
309,"pb_no_orb_no",70,0.8,0.06,0.01,"large",0.1,0,0,0,0.5,0.3,0.6,0.6,0.4,0.2,0.6,0.5,3.3,0.2
310,"pb_no_orb_no",70,0.8,0.06,0.06,"small",0,0,0,0,0.6,0.6,0.7,0.5,0.5,0.5,0.6,0.4,0.3,1.3
311,"pb_no_orb_no",70,0.8,0.06,0.06,"medium",0,0,0,0,0.7,0.4,0.9,0.2,0.5,0.3,0.6,0.4,0.3,0.3
312,"pb_no_orb_no",70,0.8,0.06,0.06,"large",0,0,0,0,0.4,0.4,0.5,0.5,0.6,0.5,0.4,0.8,0.3,0.5
313,"pb_no_orb_no",70,0.8,0.06,0.11,"small",0,0,0,0.2,0.7,0.5,0.7,0.5,0.8,0.5,0.9,0.5,0.6,1.7
314,"pb_no_orb_no",70,0.8,0.06,0.11,"medium",0,0,0,0,0.8,0.4,0.8,0.4,0.7,0.3,0.6,0.6,0.4,0.4
315,"pb_no_orb_no",70,0.8,0.06,0.11,"large",0,0,0,0,0.4,0.5,0.3,0.5,0.4,0.6,0.3,0.8,0,0.6
316,"pb_no_orb_no",70,0.8,0.11,0.01,"small",0,0.1,0,0.4,0.3,0.6,0.3,0.5,0.4,0.7,0.3,0.7,0.2,2.61
317,"pb_no_orb_no",70,0.8,0.11,0.01,"medium",0,0,0,0,0.5,0.2,0.7,0.3,0.4,0.3,0.6,0.4,0.2,0.5
318,"pb_no_orb_no",70,0.8,0.11,0.01,"large",0.3,0,0,0,0.5,0.4,0.7,0.3,0.5,0.3,0.8,0.6,0.1,0.5
319,"pb_no_orb_no",70,0.8,0.11,0.06,"small",0,0,0,0.1,0.9,0.8,0.9,0.4,0.6,0.5,0.9,0.7,0.9,2.9
320,"pb_no_orb_no",70,0.8,0.11,0.06,"medium",0,0,0,0,1,0.3,1.1,0.2,0.7,0.2,1.2,0.4,0.6,0.9
321,"pb_no_orb_no",70,0.8,0.11,0.06,"large",0,0,0,0,0.7,0.4,0.7,0.6,0.6,0.6,0.4,0.7,0.1,0.9
322,"pb_no_orb_no",70,0.8,0.11,0.11,"small",0,0,0,0,1.1,0.8,1,0.5,1.2,0.5,1,0.8,1.1,2.6
323,"pb_no_orb_no",70,0.8,0.11,0.11,"medium",0,0,0,0,0.6,0.3,0.7,0.4,0.6,0.2,1.1,0.5,0.6,1.6
324,"pb_no_orb_no",70,0.8,0.11,0.11,"large",0,0,0,0,0.6,0.3,0.5,0.6,0.5,0.6,0.5,0.8,0.2,1.3
325,"pb_no_orb_str",15,0,0.01,0.01,"small",0.1,0.8,0.2,0,0.6,0.5,0.5,0.5,0.5,0.4,0.4,0.6,0.7,0.6
326,"pb_no_orb_str",15,0,0.01,0.01,"medium",0.2,0,0.1,0,0.5,0.9,0.4,0.3,0.6,0.7,0.5,0.3,0.5,0.6
327,"pb_no_orb_str",15,0,0.01,0.01,"large",0.1,0,0,0,0.5,0.5,0.6,0.6,0.6,0.6,0.9,0.8,0.4,0.4
328,"pb_no_orb_str",15,0,0.01,0.06,"small",0,0.2,0,0,0.4,0.4,0.4,0.6,0.4,0.4,0.6,0.6,0.6,0.6
329,"pb_no_orb_str",15,0,0.01,0.06,"medium",0,0,0,0.3,0.7,0.6,0.6,0.6,0.5,0.7,0.8,0.8,0.5,0.4
330,"pb_no_orb_str",15,0,0.01,0.06,"large",0,0,0,0,0.5,0.4,0.5,0.3,0.4,0.6,0.5,0.4,0.2,0.2
331,"pb_no_orb_str",15,0,0.01,0.11,"small",0,0.3,0,0.2,0.8,0.7,0.6,0.6,0.5,0.7,0.5,0.7,0.8,0.7
