"id","id_rollup_psss","bt","k","delta_00","sigma2_u","sigma2_v","psss","rej_pet_slope","rej_pet_int","bias_pet_int","mse_pet_int","rej_peese_slope","rej_peese_int","bias_peese_int","mse_peese_int","rej_pet_st_slope","rej_pet_st_int","bias_pet_st_int","mse_pet_st_int","rej_peese_st_slope","rej_peese_st_int","bias_peese_st_int","mse_peese_st_int","bias_corrected_smd","mse_corrected_smd","bias_corrected_st_smd","mse_corrected_st_smd","bias_corrected_smd_subset","mse_corrected_smd_subset","bias_corrected_st_smd_subset","mse_corrected_st_smd_subset","subset_size","avg_perc_out_selected","avg_num_out_selected","avg_perc_stud_selected","avg_num_study_selected","avg_avg_n_out_per_study","avg_min_n_out_per_study","avg_max_n_out_per_study","k_cat","sigma2_u_cat","sigma2_v_cat"
"orb_0_k_15_d0.00_su0.01_sv0.01_small","orb_0_k_15_d0.00_su0.01_sv0.01","orb_0",15,0,0.01,0.01,"small",0.02,0.0128571428571429,0.0300457749862858,553.833682255135,0.0182072829131653,0.00840336134453781,0.143764915878368,140.74987245026,0.0197461212976023,0.0152143845089903,-956933592215976,6.62982630096592e+32,0.0138504155124654,0.0108695652173913,4623480.67425397,15792863518945016,-0.0112140644206471,553.545240342992,-956933592215976,6.62982630096592e+32,NA,NA,NA,NA,314,6.18222222222222,2.782,17.3133333333333,2.597,0.999069047619048,0.943,1.103,"small","small","small"
"orb_0_k_15_d0.00_su0.01_sv0.06_small","orb_0_k_15_d0.00_su0.01_sv0.06","orb_0",15,0,0.01,0.06,"small",0.0460878885316184,0.0332261521972133,-0.768049156546542,629.870861278539,0.0443037974683544,0.0274261603375527,-0.195080529336023,46.307216603659,0.0371155885471898,0.0337909186906019,-53950353197904696,2.75928379268895e+36,0.0335429769392034,0.0250521920668058,-8906706.10530685,75960580181055120,-0.834174926395351,629.380971224374,-53950353197904696,2.75928379268895e+36,-1.1895446410823,18.4492770587796,-14.5267537671946,6838.97680263798,110,11.8555555555556,5.335,31.1466666666667,4.672,1.13657420634921,1,1.505,"small","small","medium"
"orb_0_k_15_d0.00_su0.01_sv0.11_small","orb_0_k_15_d0.00_su0.01_sv0.11","orb_0",15,0,0.01,0.11,"small",0.0525252525252525,0.0414141414141414,-0.0652531734578807,9.96990236127118,0.0494949494949495,0.0272727272727273,-0.0374966998047137,2.46679631234803,0.04321608040201,0.0402010050251256,1.69767528125089,738057.728420089,0.0420841683366733,0.0290581162324649,-0.144825625973501,63.9286620599017,-0.14009529651799,9.56253723214782,1.5641565657518,738056.11939942,-0.230823721978397,6.95129063774553,-0.0798300849625903,16.7009812370417,62,16.8688888888889,7.591,41.7133333333333,6.257,1.21275686258186,1.001,1.812,"small","small","large"
"orb_0_k_15_d0.00_su0.06_sv0.01_small","orb_0_k_15_d0.00_su0.06_sv0.01","orb_0",15,0,0.06,0.01,"small",0.0640883977900552,0.0342541436464088,-0.430355139739138,62.2073721385923,0.0630434782608696,0.0282608695652174,-0.115319305794875,22.1397709621164,0.0404371584699454,0.0357917570498915,-2.4534013104458e+20,5.55570238472783e+43,0.0333692142088267,0.0277777777777778,-571443117.598078,3.28822535831075e+20,-0.526744951546812,61.5964595936812,-2.45606515551686e+20,5.56174117745248e+43,NA,NA,NA,NA,153,11.8355555555556,5.326,28.5133333333333,4.277,1.22916637806638,1.006,1.716,"small","medium","small"
"orb_0_k_15_d0.00_su0.06_sv0.06_small","orb_0_k_15_d0.00_su0.06_sv0.06","orb_0",15,0,0.06,0.06,"small",0.0792682926829268,0.0548780487804878,-0.0377591078225013,8.12507574022728,0.0723014256619145,0.0468431771894094,-0.0136899344576919,2.04141020762617,0.0603621730382294,0.057286432160804,-3.37729525143316e+22,1.13604987224916e+48,0.0565656565656566,0.0494450050454087,-6955763043.14989,4.79955785290149e+22,-0.144691466880989,7.54181901278215,-3.38069293277263e+22,1.13719392821703e+48,-0.649630158312487,8.96670526593217,-1.07344589526026,21.8691151691235,94,16.9177777777778,7.613,40.3733333333333,6.056,1.25855815295815,1.002,1.92,"small","medium","medium"
"orb_0_k_15_d0.00_su0.06_sv0.11_small","orb_0_k_15_d0.00_su0.06_sv0.11","orb_0",15,0,0.06,0.11,"small",0.0692076228686058,0.0471414242728185,-0.0304114839362637,4.64549533352178,0.0671342685370741,0.0410821643286573,-0.0200451447483365,1.21701067555211,0.0502008032128514,0.0421263791374122,61706.0687206957,3800023680311.8,0.0481444332998997,0.0400801603206413,10.3333386640984,106681.829968195,-0.101937134523367,4.25031260607307,61705.937149388,3800023680326.5,-0.802571089868673,7.28536022696466,-1.39735180343799,17.0589187244978,72,21.32,9.594,49.2466666666667,7.387,1.29914466644467,1.002,2.091,"small","medium","large"
"orb_0_k_15_d0.00_su0.11_sv0.01_small","orb_0_k_15_d0.00_su0.11_sv0.01","orb_0",15,0,0.11,0.01,"small",0.0801248699271592,0.0457856399583767,-0.358184502269723,36.0574511748514,0.0815273477812178,0.0381836945304438,-0.215392906969763,10.327419517723,0.0537190082644628,0.043343653250774,-1188040564305.66,1.36816014304075e+27,0.046795523906409,0.0396341463414634,-41455.3546587104,1631934113661.94,-0.451777332685098,35.2608580758446,-1189267878939.01,1.3695749902231e+27,NA,NA,NA,NA,116,16.7111111111111,7.52,36.04,5.406,1.38785541125541,1.014,2.171,"small","large","small"
"orb_0_k_15_d0.00_su0.11_sv0.06_small","orb_0_k_15_d0.00_su0.11_sv0.06","orb_0",15,0,0.11,0.06,"small",0.0883534136546185,0.0562248995983936,0.0215074855479466,4.16194796800906,0.0916414904330312,0.0473313192346425,-0.00144401216073638,1.04175864038376,0.0552763819095477,0.0522613065326633,0.187056010534209,13.6596092095189,0.0561685055165497,0.0491474423269809,0.0277953554479707,1.43761738342534,-0.0718237821045039,3.64227874660754,0.00261292652791274,11.5354874105239,-0.523339602009205,6.7957382066839,-0.667910885233903,13.4178060303358,92,21.1711111111111,9.527,46.6133333333333,6.992,1.36128950771451,1.002,2.252,"small","large","medium"
"orb_0_k_15_d0.00_su0.11_sv0.11_small","orb_0_k_15_d0.00_su0.11_sv0.11","orb_0",15,0,0.11,0.11,"small",0.0921843687374749,0.0490981963927856,0.0343081567712176,3.72606612166098,0.0882647943831495,0.0441323971915747,0.0108737431726393,0.953644389034224,0.0601202404809619,0.0480961923847695,0.0219494183164197,13.1209040413724,0.0620620620620621,0.039039039039039,0.0113826960661671,1.33723235440122,-0.0520593037266486,3.2576040404058,-0.172178132555112,9.6360512128894,-0.558696883078291,7.29551690323606,-0.885765395244761,18.4246826400789,94,25.06,11.277,54.2466666666667,8.137,1.38709721667222,1.002,2.332,"small","large","large"
"orb_0_k_15_d0.00_su0.01_sv0.01_medium","orb_0_k_15_d0.00_su0.01_sv0.01","orb_0",15,0,0.01,0.01,"medium",0.032293986636971,0.0256124721603563,-0.0472386299138072,20.3192036067843,0.032293986636971,0.0256124721603563,-0.0545718138088228,4.82913857036478,0.0286028602860286,0.0251091703056769,403315.272923715,148185008624442,0.0230769230769231,0.0239912758996728,27.1492537597956,590624.948081563,-0.068253790680449,20.2519351412301,403315.244434976,148185008624467,NA,NA,NA,NA,131,10.2488888888889,4.612,26.72,4.008,1.13690360750361,1.004,1.45,"small","small","small"
"orb_0_k_15_d0.00_su0.01_sv0.06_medium","orb_0_k_15_d0.00_su0.01_sv0.06","orb_0",15,0,0.01,0.06,"medium",0.0620620620620621,0.036036036036036,-0.0416550035049964,1.56491222371918,0.064,0.035,-0.0281352547499338,0.421806388450938,0.0470941883767535,0.0350701402805611,-0.173647329537914,163.233892275301,0.045,0.036,-0.0315258021192297,1.16549485775428,-0.0753967583314343,1.4503629393391,-0.216704247140105,163.045421447092,-0.75978317959614,3.15684933844385,-1.00535609927476,6.7434977179178,63,22.9355555555556,10.321,52.76,7.914,1.30964521034521,1.002,2.117,"small","small","medium"
"orb_0_k_15_d0.00_su0.01_sv0.11_medium","orb_0_k_15_d0.00_su0.01_sv0.11","orb_0",15,0,0.01,0.11,"medium",0.063,0.034,-0.0523263043020005,1.01940170217176,0.063,0.026,-0.0286189313191265,0.265704502733726,0.04004004004004,0.034034034034034,-0.0120343885802975,4.5257182111694,0.042,0.028,-0.0274972959010739,0.327630970366523,-0.0843710336870288,0.831416357809233,-0.0931081590801115,0.999129360379553,-0.321859735575868,3.14466111822735,-0.359777443886612,4.74584600038904,63,31.3933333333333,14.127,66.0133333333333,9.902,1.4311013958264,1,2.451,"small","small","large"
"orb_0_k_15_d0.00_su0.06_sv0.01_medium","orb_0_k_15_d0.00_su0.06_sv0.01","orb_0",15,0,0.06,0.01,"medium",0.0718623481781376,0.0425101214574899,-0.0416987771720009,2.00701774389926,0.0755287009063444,0.0443101711983887,-0.0237516411513249,0.51232871340107,0.0512562814070352,0.0441767068273092,-0.567440610988575,373.260090676681,0.0501002004008016,0.043043043043043,-0.0301245405391395,1.38709287647469,-0.0950125714985572,1.80089438912822,-0.636685533538337,372.887328395584,-0.285804417212667,3.49728490003506,-0.226990206559129,4.64985104193567,83,22.5377777777778,10.142,45.4466666666667,6.817,1.48795746475746,1.008,2.497,"small","medium","small"
"orb_0_k_15_d0.00_su0.06_sv0.06_medium","orb_0_k_15_d0.00_su0.06_sv0.06","orb_0",15,0,0.06,0.06,"medium",0.073,0.052,-0.0508156455924243,1.18003356519536,0.0770770770770771,0.039039039039039,-0.0283266822180447,0.303886794506274,0.0581745235707121,0.0521564694082247,-0.0302474249024318,2.94625862687594,0.058,0.038,-0.0193709374715189,0.375060521428544,-0.0929738891222655,1.04782864401021,-0.0757192807651861,2.77772987361551,-0.763805792922434,4.45065939968554,-1.11062415919389,12.7279123856832,73,31.4066666666667,14.133,63.2666666666667,9.49,1.49134524364524,1,2.59,"small","medium","medium"
"orb_0_k_15_d0.00_su0.06_sv0.11_medium","orb_0_k_15_d0.00_su0.06_sv0.11","orb_0",15,0,0.06,0.11,"medium",0.077,0.05,-0.0263319294253267,0.969272117220133,0.087,0.037,-0.015911029581524,0.2522409884417,0.0560560560560561,0.046046046046046,-0.0250455928466215,1.09089887808101,0.055,0.046,-0.0154322703790878,0.260117399005576,-0.0684787598466254,0.845890110081189,-0.07550440429785,0.916566559697555,-0.460950545658713,2.70312637433698,-0.44854071238084,2.67020947357196,77,37.6822222222222,16.957,72.4333333333333,10.865,1.56314613997114,1,2.703,"small","medium","large"
"orb_0_k_15_d0.00_su0.11_sv0.01_medium","orb_0_k_15_d0.00_su0.11_sv0.01","orb_0",15,0,0.11,0.01,"medium",0.0871743486973948,0.0551102204408818,0.0110065889637786,1.46219000334698,0.089,0.05,0.00241951331442412,0.383296121216791,0.0611835506519559,0.0511534603811434,0.123137306454716,8.00477896699273,0.0660660660660661,0.049049049049049,0.0260402480971138,0.537797073328913,-0.0444112818971846,1.26940504596965,0.0539771372312494,7.7190925628283,-0.497526586127074,3.09567342039982,-0.551756061472237,4.02741499097208,89,31.3044444444444,14.087,55.1533333333333,8.273,1.70256023421023,1.005,2.837,"small","large","small"
"orb_0_k_15_d0.00_su0.11_sv0.06_medium","orb_0_k_15_d0.00_su0.11_sv0.06","orb_0",15,0,0.11,0.06,"medium",0.085,0.051,-0.0267269558058422,1.18905229856853,0.094,0.045,-0.0177434384174029,0.309499471682756,0.057,0.057,-0.0223375782459094,1.64862995801424,0.061,0.048,-0.0125343970204584,0.337563502358936,-0.0803865025936088,1.01006970958142,-0.0818449383720194,1.40323286377834,-0.499963853828362,3.26506944768837,-0.56629055601218,6.47830200458117,85,37.5244444444444,16.886,68.92,10.338,1.63278053335553,1,2.811,"small","large","medium"
"orb_0_k_15_d0.00_su0.11_sv0.11_medium","orb_0_k_15_d0.00_su0.11_sv0.11","orb_0",15,0,0.11,0.11,"medium",0.097,0.063,-0.021599657097508,1.1373483943402,0.105,0.055,-0.014791597856783,0.293203413933807,0.0680680680680681,0.0590590590590591,-0.0248473489403364,1.28751727956552,0.068,0.055,-0.0174594803771288,0.303430163564858,-0.0868014551859717,0.922145367014946,-0.0857637533406916,1.05184302957757,-0.456793248440522,2.78974358013533,-0.367104810703299,2.81130827591143,97,42.4044444444444,19.082,76.1733333333333,11.426,1.67148277278277,1,2.839,"small","large","large"
"orb_0_k_15_d0.00_su0.01_sv0.01_large","orb_0_k_15_d0.00_su0.01_sv0.01","orb_0",15,0,0.01,0.01,"large",0.0413650465356774,0.031023784901758,-0.208211228772601,36.2056325012367,0.0534429599177801,0.0339157245632066,-0.0375067006085019,5.29367860418955,0.0350515463917526,0.0349794238683128,-1667826401.12933,2.7071913876441e+21,0.0369230769230769,0.0348004094165814,-1534.07700085012,2301400544.14052,-0.232580653469123,36.1281473870106,-1667826401.15626,2.7071913876441e+21,NA,NA,NA,NA,73,14.2488888888889,6.412,35.3,5.295,1.21030714285714,1.006,1.748,"small","small","small"
"orb_0_k_15_d0.00_su0.01_sv0.06_large","orb_0_k_15_d0.00_su0.01_sv0.06","orb_0",15,0,0.01,0.06,"large",0.066,0.042,-0.0488028517064549,0.610802000071979,0.069,0.038,-0.0231797614324126,0.161204320467828,0.0523138832997988,0.0392354124748491,-0.0496687442379256,0.740294581355619,0.0510510510510511,0.038038038038038,-0.0251446137296885,0.17203447282575,-0.0812485051176834,0.517446554851828,-0.0895319937536866,0.587518920653294,-0.418428529445898,1.51862922815025,-0.443861104450904,1.72710271836625,66,30.6288888888889,13.783,65.08,9.762,1.41254871239871,1,2.413,"small","small","medium"
"orb_0_k_15_d0.00_su0.01_sv0.11_large","orb_0_k_15_d0.00_su0.01_sv0.11","orb_0",15,0,0.01,0.11,"large",0.059,0.041,-0.0404759465274783,0.533920778656005,0.067,0.036,-0.018117622044969,0.141213467583092,0.039039039039039,0.037037037037037,-0.0410227655977526,0.608547151177473,0.045,0.039,-0.0183514010991703,0.146045036169454,-0.0668086772236028,0.461948776792092,-0.0712455158011278,0.496733285006132,-0.458870783732213,1.52997897121157,-0.456411250859942,1.69828879108852,59,40.3511111111111,18.158,77.2933333333333,11.594,1.5663208041958,1,2.696,"small","small","large"
"orb_0_k_15_d0.00_su0.06_sv0.01_large","orb_0_k_15_d0.00_su0.06_sv0.01","orb_0",15,0,0.06,0.01,"large",0.0840840840840841,0.049049049049049,-0.0824442627603304,0.974733610824895,0.0880880880880881,0.0510510510510511,-0.045270496923072,0.257108957934946,0.0600600600600601,0.0520520520520521,-0.154725696097474,3.61785760728599,0.0580580580580581,0.047047047047047,-0.0552444606295867,0.327352665791848,-0.118617619582874,0.86976262479342,-0.197935548781618,3.45548721329141,-0.698511469187561,2.49619635139018,-0.866851095160438,5.76109524555618,85,30.8088888888889,13.864,56.5133333333333,8.477,1.63553615828616,1.004,2.784,"small","medium","small"
"orb_0_k_15_d0.00_su0.06_sv0.06_large","orb_0_k_15_d0.00_su0.06_sv0.06","orb_0",15,0,0.06,0.06,"large",0.069,0.053,-0.0567161246229631,0.673228063682322,0.078,0.047,-0.0276893144369814,0.178656924688013,0.0520520520520521,0.048048048048048,-0.068578040273558,0.750926411299289,0.057,0.042,-0.0317838750608369,0.182434106807312,-0.0868603003762616,0.588544706687696,-0.106670740532431,0.626529130162505,-0.451404143568388,1.7972690436055,-0.450466147809109,2.038961163587,69,40.2266666666667,18.102,74.2933333333333,11.144,1.6234424963925,1.001,2.806,"small","medium","medium"
"orb_0_k_15_d0.00_su0.06_sv0.11_large","orb_0_k_15_d0.00_su0.06_sv0.11","orb_0",15,0,0.06,0.11,"large",0.087,0.061,-0.0471754730041683,0.651314603902373,0.092,0.055,-0.0222483812065535,0.174376412620747,0.061,0.05,-0.0542376225017857,0.712483124483469,0.066,0.048,-0.0247675190106045,0.174742688855621,-0.088160523736247,0.536354205753024,-0.0984637466680183,0.573704787073192,-0.500024866286248,1.89661524136446,-0.501201486748156,2.15876911517163,87,46.76,21.042,82.3,12.345,1.7034950993451,1.001,2.866,"small","medium","large"
"orb_0_k_15_d0.00_su0.11_sv0.01_large","orb_0_k_15_d0.00_su0.11_sv0.01","orb_0",15,0,0.11,0.01,"large",0.102,0.057,-0.0684240511140788,0.916885938283169,0.115,0.054,-0.0355932738082616,0.236578969581322,0.06,0.05,-0.0889790163540801,1.28497744100732,0.064,0.052,-0.0397493405406149,0.237850746382534,-0.106966050173594,0.806677659515856,-0.134866886307786,1.12895352087002,-0.591003722726675,2.52371336175984,-0.718055967324242,5.86026921965865,102,40.5911111111111,18.266,65.08,9.762,1.87222424519925,1.006,2.956,"small","large","small"
"orb_0_k_15_d0.00_su0.11_sv0.06_large","orb_0_k_15_d0.00_su0.11_sv0.06","orb_0",15,0,0.11,0.06,"large",0.1,0.058,-0.0498509226698787,0.830936698639079,0.106,0.052,-0.0245238295141001,0.217279200488235,0.059,0.055,-0.0711327317403022,0.812353517777936,0.066,0.045,-0.0336125486720096,0.196639515513159,-0.0938991305699167,0.660505199966349,-0.111428184069861,0.675661985873647,-0.434858853493295,2.25434435239503,-0.475557073335967,2.28132728240173,100,46.9377777777778,21.122,78.6533333333333,11.798,1.79000573038073,1.001,2.934,"small","large","medium"
"orb_0_k_15_d0.00_su0.11_sv0.11_large","orb_0_k_15_d0.00_su0.11_sv0.11","orb_0",15,0,0.11,0.11,"large",0.09,0.058,-0.0427564193954295,0.765653286290837,0.096,0.052,-0.0199746647875836,0.203627201618087,0.06,0.051,-0.0546724943237392,0.803805080896776,0.0640640640640641,0.048048048048048,-0.0245479891229755,0.197382729815762,-0.0843426280274609,0.635941024692647,-0.0981931492793932,0.659443530108533,-0.503062145983347,2.20059675031451,-0.497987688288997,2.19047514861072,90,51.7622222222222,23.293,85,12.75,1.82577512210012,1.002,2.954,"small","large","large"
"orb_0_k_15_d0.20_su0.01_sv0.01_small","orb_0_k_15_d0.20_su0.01_sv0.01","orb_0",15,0.2,0.01,0.01,"small",0.0199530516431925,0.0140845070422535,-0.0741504671377119,9.3021471033444,0.0182648401826484,0.0296803652968037,0.137554312014727,2.22042246150765,0.0112359550561798,0.0133779264214047,-4959588.35770201,22040200154210260,0.0108225108225108,0.0322234156820623,-86.6671684407971,6585241.28793317,-0.102365359810139,9.14593809515541,-4965123.76270478,22064826014787804,NA,NA,NA,NA,165,10.7133333333333,4.821,27.58,4.137,1.1552386002886,1,1.514,"small","small","small"
"orb_0_k_15_d0.20_su0.01_sv0.06_small","orb_0_k_15_d0.20_su0.01_sv0.06","orb_0",15,0.2,0.01,0.06,"small",0.0411392405063291,0.0232067510548523,-0.0847299608271648,3.11622732746816,0.0432033719704953,0.0642781875658588,0.110976861000048,6.42893606190508,0.0346938775510204,0.0244399185336049,3.52494269034084e+22,1.22139976356775e+48,0.0336048879837067,0.0701219512195122,7015502730.44517,4.84790193794123e+22,-0.12490432541299,2.93853445878771,3.52494269034084e+22,1.22139976356775e+48,NA,NA,NA,NA,91,16.0822222222222,7.237,39.6333333333333,5.945,1.21630378787879,1.003,1.812,"small","small","medium"
"orb_0_k_15_d0.20_su0.01_sv0.11_small","orb_0_k_15_d0.20_su0.01_sv0.11","orb_0",15,0.2,0.01,0.11,"small",0.0571428571428571,0.0326530612244898,-0.167791281269645,5.24413272408284,0.0609137055837563,0.0802030456852792,0.0642160602018031,0.865217888509366,0.0412890231621349,0.0352467270896274,-0.390684683191385,310.389906278021,0.0450901803607214,0.0881763527054108,0.151072263418651,1.61553232636928,-0.263171391805028,3.04340380739868,-0.472988303993959,309.76543278858,-1.02304911806512,4.81952523791406,-0.956507441857078,12.0428113811932,76,20.4688888888889,9.211,48.26,7.239,1.27048932178932,1,2.029,"small","small","large"
"orb_0_k_15_d0.20_su0.06_sv0.01_small","orb_0_k_15_d0.20_su0.06_sv0.01","orb_0",15,0.2,0.06,0.01,"small",0.0557308096740273,0.0220820189274448,-0.428590786223143,12.9426662933692,0.053968253968254,0.0560846560846561,-0.0364878428175163,3.29975171852383,0.036231884057971,0.0227272727272727,-583383548827668864,3.29785937726432e+38,0.0307062436028659,0.0633299284984678,-28349608.6263717,787626154369053568,-0.463127792056104,12.7700201710738,-583383548827668864,3.29785937726432e+38,-1.04434578218123,11.7796242226266,-5.14788784422835,745.140254429118,102,15.9733333333333,7.188,35.5933333333333,5.339,1.34498106060606,1.009,2.088,"small","medium","small"
"orb_0_k_15_d0.20_su0.06_sv0.06_small","orb_0_k_15_d0.20_su0.06_sv0.06","orb_0",15,0.2,0.06,0.06,"small",0.0762195121951219,0.040650406504065,-0.278269570688261,3.00210646872878,0.0718685831622177,0.0708418891170431,0.0239560506790459,0.775568701549723,0.0443548387096774,0.0403225806451613,-0.175403143735651,26.3509307392045,0.0453172205438066,0.0845921450151057,0.131531708138689,1.13365509843963,-0.33097150982327,2.70574310770347,-0.324068165040181,24.0959208416398,-1.03790824370258,6.67952425691562,-1.28057509730719,13.7477834556582,91,20.2822222222222,9.127,45.3933333333333,6.809,1.33977805805306,1.004,2.19,"small","medium","medium"
"orb_0_k_15_d0.20_su0.06_sv0.11_small","orb_0_k_15_d0.20_su0.06_sv0.11","orb_0",15,0.2,0.06,0.11,"small",0.0963855421686747,0.0431726907630522,-0.383785083576115,2.80792428073958,0.0955734406438632,0.0764587525150905,-0.0380911684392438,0.668129727654952,0.0553319919517103,0.0432595573440644,-0.0941945993547851,5.0737398268122,0.0571142284569138,0.0801603206412826,0.103721127133794,0.784082974366134,-0.433475131125441,2.53022944178231,-0.211300308284047,3.56761297513015,-1.39964661229094,6.38601295906121,-1.55646122191534,10.7554971399261,100,24.2422222222222,10.909,53.38,8.007,1.36378053058053,1.003,2.289,"small","medium","large"
"orb_0_k_15_d0.20_su0.11_sv0.01_small","orb_0_k_15_d0.20_su0.11_sv0.01","orb_0",15,0.2,0.11,0.01,"small",0.0846938775510204,0.0306122448979592,-0.432134152435182,5.45110552757759,0.0739219712525667,0.066735112936345,-0.0815593390196961,2.51870348022521,0.0435222672064777,0.0293522267206478,-177726157672.463,3.12391346603583e+25,0.0372983870967742,0.0786290322580645,-15830.4689071931,248851334036.441,-0.477520063733933,5.20529752489006,-177726157672.574,3.12391346603583e+25,-1.64125488363628,11.4520509662918,-16.7399588683027,11764.4986436952,103,20.4977777777778,9.224,41.5533333333333,6.233,1.4822123015873,1.009,2.431,"small","large","small"
"orb_0_k_15_d0.20_su0.11_sv0.06_small","orb_0_k_15_d0.20_su0.11_sv0.06","orb_0",15,0.2,0.11,0.06,"small",0.103553299492386,0.0446700507614213,-0.455735310525801,3.38546085343849,0.0966767371601208,0.0785498489425982,-0.0822645317390172,0.820657537616379,0.062374245472837,0.045271629778672,0.200560098212811,84.1490825819527,0.0562248995983936,0.0903614457831325,0.100497856095626,1.54047907751223,-0.508762431096959,3.04993681628764,-0.0603909703580087,67.9034810282356,-1.48982199772825,7.92151489108899,-1.64516482181352,18.154040951683,117,24.1955555555556,10.888,50.0466666666667,7.507,1.45088830613831,1.005,2.442,"small","large","medium"
"orb_0_k_15_d0.20_su0.11_sv0.11_small","orb_0_k_15_d0.20_su0.11_sv0.11","orb_0",15,0.2,0.11,0.11,"small",0.106318956870612,0.0401203610832497,-0.503467708437483,2.78246815090564,0.107321965897693,0.0692076228686058,-0.123737710891532,0.680985844124236,0.063,0.043,-0.123948241883677,5.31737468608853,0.063,0.078,0.0642862492124816,0.789550404979797,-0.551348722128228,2.53055674566191,-0.241571067966901,3.40088967728328,-1.80661434770562,7.25931905864323,-1.69318378874963,11.5374723724381,109,27.6822222222222,12.457,57.3533333333333,8.603,1.44771396936397,1,2.502,"small","large","large"
"orb_0_k_15_d0.20_su0.01_sv0.01_medium","orb_0_k_15_d0.20_su0.01_sv0.01","orb_0",15,0.2,0.01,0.01,"medium",0.0655737704918033,0.0163934426229508,-0.0867580873125806,0.255983048720925,0.0598984771573604,0.214213197969543,0.0928690842075059,0.0745128124645864,0.0383064516129032,0.0171370967741935,-0.0614442057036241,0.324903497280328,0.0340681362725451,0.221442885771543,0.106834671595796,0.0819954490082479,-0.096241557651208,0.233670468285852,-0.0742258136483817,0.288746634480227,-0.379796503549827,0.366606431054963,-0.393671032664313,0.425802290541263,88,21.7511111111111,9.788,48.0066666666667,7.201,1.35958976856477,1.001,2.24,"small","small","small"
"orb_0_k_15_d0.20_su0.01_sv0.06_medium","orb_0_k_15_d0.20_su0.01_sv0.06","orb_0",15,0.2,0.01,0.06,"medium",0.114457831325301,0.0291164658634538,-0.110512816709725,0.426455175386194,0.0923694779116466,0.183734939759036,0.0692303935659441,0.113978888190646,0.0720720720720721,0.033033033033033,-0.0371988840376959,0.479124323498033,0.049049049049049,0.195195195195195,0.106496086992271,0.12909395563022,-0.129855215633211,0.382257138858873,-0.0646184915498947,0.403381455756616,-0.565436121262629,0.648297481371563,-0.535024008901782,0.667781100551439,118,30.3844444444444,13.673,63.5866666666667,9.538,1.43223038905539,1,2.467,"small","small","medium"
"orb_0_k_15_d0.20_su0.01_sv0.11_medium","orb_0_k_15_d0.20_su0.01_sv0.11","orb_0",15,0.2,0.01,0.11,"medium",0.0961923847695391,0.0360721442885772,-0.162678314254316,0.535501739315514,0.0851703406813627,0.122244488977956,0.0294566058350542,0.136305463117794,0.0630630630630631,0.042042042042042,-0.057674788438989,0.608854145994813,0.0590590590590591,0.14014014014014,0.0806901596988489,0.153524965066277,-0.192784740446034,0.457430545050179,-0.102410568956181,0.479645391144668,-0.782329525533336,1.29523222146137,-0.748359404781618,1.29906894398973,98,36.9,16.605,72.6066666666667,10.891,1.52459203574204,1.001,2.637,"small","small","large"
"orb_0_k_15_d0.20_su0.06_sv0.01_medium","orb_0_k_15_d0.20_su0.06_sv0.01","orb_0",15,0.2,0.06,0.01,"medium",0.153535353535354,0.0484848484848485,-0.224355838945536,0.745312205517435,0.147029204431017,0.18429003021148,0.000468134979034418,0.191191994194008,0.0960960960960961,0.0510510510510511,-0.0903210751119173,0.804935648764399,0.0812437311935807,0.198595787362086,0.0677129737401541,0.196522091504305,-0.250419271108568,0.677079945340907,-0.127165898125738,0.680046881754355,-0.704111655968218,1.23896892249173,-0.69143828750775,1.31681160317943,162,30.3022222222222,13.636,54.7266666666667,8.209,1.66433325563326,1.011,2.793,"small","medium","small"
"orb_0_k_15_d0.20_su0.06_sv0.06_medium","orb_0_k_15_d0.20_su0.06_sv0.06","orb_0",15,0.2,0.06,0.06,"medium",0.131394182547643,0.0541624874623872,-0.290564098749046,0.896135346348583,0.123370110330993,0.114343029087262,-0.0501431547770919,0.222521264062431,0.073,0.061,-0.0850748532770357,0.798916031958801,0.072,0.128,0.0511636332240333,0.195790431045031,-0.327099889919335,0.79787790762773,-0.145269823687276,0.60139545553511,-0.984953558809359,2.57951054773264,-0.796569153330161,1.57588330654978,134,36.8022222222222,16.561,68.74,10.311,1.60717190864691,1,2.785,"small","medium","medium"
"orb_0_k_15_d0.20_su0.06_sv0.11_medium","orb_0_k_15_d0.20_su0.06_sv0.11","orb_0",15,0.2,0.06,0.11,"medium",0.132132132132132,0.0510510510510511,-0.295511567688952,0.907190353392301,0.119238476953908,0.0811623246492986,-0.0596458713277392,0.225030145006203,0.069,0.053,-0.077534268888469,0.851654408915093,0.067,0.11,0.0472157095670359,0.208785255913269,-0.329253261001654,0.817092397159924,-0.129784078940538,0.689256111420127,-1.03482275836976,2.50329053308587,-0.864421565627941,1.74371172743225,133,41.7644444444444,18.794,76.12,11.418,1.64688087745588,1,2.833,"small","medium","large"
